District,RevenueCircle,Number of centers,Date
Tinsukia,sadiya,1,2022-07-20
Cachar,silchar,0,2022-07-21
Morigaon,morigaon,0,2022-07-21
Tinsukia,sadiya,1,2022-07-21
Tinsukia,tinsukia,1,2022-07-21
Cachar,silchar,0,2022-07-22
Morigaon,morigaon,0,2022-07-22
Cachar,silchar,0,2022-07-23
Dima-Hasao,haflong,5,2022-07-23
Morigaon,morigaon,0,2022-07-23
Morigaon,morigaon,0,2022-07-24
Morigaon,morigaon,0,2022-07-25
Tamulpur,goreswar,2,2022-07-25
Dima-Hasao,haflong,1,2022-07-26
Morigaon,morigaon,0,2022-07-26
Morigaon,morigaon,0,2022-07-27
Charaideo,sonari,9,2022-07-28
Charaideo,sapekhati,9,2022-07-28
Morigaon,morigaon,0,2022-07-28
Charaideo,sonari,8,2022-07-29
Morigaon,morigaon,0,2022-07-29
Morigaon,morigaon,0,2022-07-30
Morigaon,morigaon,0,2022-07-31
Dhemaji,dhemaji,3,2022-07-31
Dhemaji,dhemaji,0,2022-01-08
Dhemaji,gogamukh,11,2022-01-08
Lakhimpur,subansiri,6,2022-01-08
Chirang,bijni,0,2022-01-08
Chirang,sidli,2,2022-01-08
Bajali,sarupeta,1,2022-04-08
Chirang,bijni,0,2022-04-08
Udalguri,khairabari,0,2022-04-08
Udalguri,harisinga,0,2022-04-08
Udalguri,harisinga,0,2022-05-08
Udalguri,khairabari,0,2022-05-08
Udalguri,harisinga,0,2022-06-08
Udalguri,harisinga,0,2022-09-08
Udalguri,harisinga,0,2022-10-08
Udalguri,harisinga,0,2022-11-08
Lakhimpur,north,2,2022-12-10
Lakhimpur,nowboicha,5,2022-12-10
Dibrugarh,chabua,1,2022-12-10
Dhemaji,dhemaji,3,2022-12-10
Dhemaji,jonai,2,2022-12-10
Dhemaji,sissiborgaon,3,2022-12-10
Dhemaji,gogamukh,6,2022-12-10
Lakhimpur,subansiri,4,2022-10-13
Lakhimpur,nowboicha,3,2022-10-13
Lakhimpur,north,2,2022-10-13
Dibrugarh,chabua,1,2022-10-13
Lakhimpur,north,3,2022-10-14
Lakhimpur,nowboicha,6,2022-10-14
Lakhimpur,bihpuria,4,2022-10-14
Tinsukia,tinsukia,1,2022-10-14
Chirang,bijni,0,2022-02-08
Dhemaji,dhemaji,2,2022-02-08
Dhemaji,gogamukh,2,2022-02-08
Lakhimpur,subansiri,6,2022-02-08
Udalguri,khairabari,0,2022-02-08
Udalguri,harisinga,0,2022-02-08
Chirang,bijni,0,2022-03-08
Dhemaji,dhemaji,3,2022-03-08
Dhemaji,gogamukh,5,2022-03-08
Udalguri,khairabari,0,2022-03-08
Udalguri,harisinga,0,2022-03-08
Dhemaji,dhemaji,5,2022-11-10
Dhemaji,sissiborgaon,1,2022-11-10
Golaghat,golaghat,2,2022-09-14
Dhemaji,jonai,2,2022-09-09
Dhemaji,dhemaji,1,2022-11-06
Dhemaji,sissiborgaon,1,2022-11-06
Dhemaji,jonai,2,2022-08-09
Bajali,sarupeta,1,2022-06-19
Bajali,bajali,18,2022-06-19
Baksa,barama,1,2022-06-19
Baksa,baska,0,2022-06-19
Baksa,barnagar,15,2022-06-19
Barpeta,barpeta,0,2022-06-19
Barpeta,baghbar,0,2022-06-19
Barpeta,sarthebari,8,2022-06-19
Barpeta,chenga,4,2022-06-19
"Bongaigao
n",manikpur,5,2022-06-19
"Bongaigao
n",boitamari,2,2022-06-19
"Bongaigao
n",srijangram,27,2022-06-19
Cachar,katigorah,0,2022-06-19
Cachar,silchar,0,2022-06-19
Cachar,lakhipur,0,2022-06-19
Cachar,sonai,19,2022-06-19
Cachar,udharbond,0,2022-06-19
Chirang,bengtal,0,2022-06-19
Chirang,bijni,0,2022-06-19
Darrang,mangaldoi,0,2022-06-19
Darrang,dalgaon,0,2022-06-19
Darrang,sipajhar,0,2022-06-19
Darrang,patharighat,11,2022-06-19
Dhemaji,sissiborgaon,2,2022-06-19
Dhemaji,dhemaji,1,2022-06-19
Dhemaji,jonai,3,2022-06-19
Dhemaji,gogamukh,4,2022-06-19
Dhubri,chapar,0,2022-06-19
Dhubri,athani,0,2022-06-19
Dhubri,bilasipara,0,2022-06-19
Dhubri,golakganj,0,2022-06-19
Dibrugarh,chabua,3,2022-06-19
"Dima-
Hasao",haflong,4,2022-06-19
Goalpara,balijana,11,2022-06-19
Goalpara,lakhipur,30,2022-06-19
Goalpara,matia,0,2022-06-19
Hailakandi,hailakandi,5,2022-06-19
Hailakandi,algapur,0,2022-06-19
Hailakandi,katlicherra,1,2022-06-19
Hailakandi,lala,2,2022-06-19
Hojai,hojai,0,2022-06-19
Hojai,doboka,14,2022-06-19
Kamrup,rangia,1,2022-06-19
Kamrup,hajo,0,2022-06-19
Kamrup,north,11,2022-06-19
Kamrup,kamalpur,10,2022-06-19
Kamrup,kayan,5,2022-06-19
"Kamrup 
(M)",guwahati,4,2022-06-19
"Karbi 
Anglong 
West",donkamokam,6,2022-06-19
Karimganj,badarpur,8,2022-06-19
Karimganj,patherkandi,4,2022-06-19
Karimganj,karimganj,0,2022-06-19
Karimganj,nilambazar,6,2022-06-19
Karimganj,rk,25,2022-06-19
Kokrajhar,gossaigaon,0,2022-06-19
Kokrajhar,bagribari,4,2022-06-19
Kokrajhar,kokrajhar,0,2022-06-19
Kokrajhar,dotma,17,2022-06-19
Kokrajhar,bhawraguri,3,2022-06-19
Lakhimpur,north,3,2022-06-19
Lakhimpur,dhakuakhana,1,2022-06-19
Lakhimpur,bihpuria,2,2022-06-19
Lakhimpur,nowboicha,6,2022-06-19
Nagaon,kampur,0,2022-06-19
Nagaon,raha,0,2022-06-19
Nagaon,nagaon,0,2022-06-19
Nalbari,ghograpar,5,2022-06-19
Nalbari,tihu,0,2022-06-19
Nalbari,banekuchi,0,2022-06-19
Nalbari,paschim,0,2022-06-19
Nalbari,barbhag,0,2022-06-19
Nalbari,nalbari,4,2022-06-19
Sivasagar,sivsagar,7,2022-06-19
Sonitpur,dhekiajuli,2,2022-06-19
Sonitpur,chariduar,0,2022-06-19
Sonitpur,thelamara,17,2022-06-19
Sonitpur,tezpur,5,2022-06-19
Tamulpur,goreswar,9,2022-06-19
Tamulpur,tamulpur,11,2022-06-19
Tinsukia,doomdooma,4,2022-06-19
Tinsukia,tinsukia,2,2022-06-19
Udalguri,udalguri,22,2022-06-19
Udalguri,harisinga,4,2022-06-19
Udalguri,kalaigaon,0,2022-06-19
Udalguri,mazbat,0,2022-06-19
Udalguri,khairabari,4,2022-06-19
Cachar,silchar,0,2022-06-26
Cachar,sonai,0,2022-06-26
Cachar,katigorah,0,2022-06-26
Cachar,lakhipur,0,2022-06-26
Chirang,bijni,0,2022-06-26
Darrang,mangaldoi,15,2022-06-26
Darrang,sipajhar,5,2022-06-26
Dhemaji,sissiborgaon,2,2022-06-26
Dibrugarh,dibrugarh,1,2022-06-26
"Dima-
Hasao",haflong,0,2022-06-26
Goalpara,lakhipur,0,2022-06-26
Goalpara,balijana,0,2022-06-26
Hailakandi,algapur,0,2022-06-26
Hailakandi,hailakandi,4,2022-06-26
Hojai,hojai,0,2022-06-26
Kamrup,kayan,0,2022-06-26
Kamrup,kamalpur,2,2022-06-26
Kamrup,north,0,2022-06-26
Kamrup,rangia,1,2022-06-26
Kamrup,hajo,12,2022-06-26
"Karbi 
Anglong 
West",donkamokam,4,2022-06-26
Karimganj,badarpur,0,2022-06-26
Karimganj,nilambazar,0,2022-06-26
Karimganj,karimganj,0,2022-06-26
Karimganj,patherkandi,0,2022-06-26
Karimganj,rk,25,2022-06-26
Lakhimpur,north,1,2022-06-26
Lakhimpur,subansiri,9,2022-06-26
Lakhimpur,nowboicha,1,2022-06-26
Morigaon,morigaon,0,2022-06-26
Nagaon,raha,0,2022-06-26
Nagaon,nagaon,0,2022-06-26
Nagaon,kampur,0,2022-06-26
Nalbari,paschim,0,2022-06-26
Nalbari,barbhag,0,2022-06-26
Nalbari,tihu,0,2022-06-26
Sonitpur,dhekiajuli,0,2022-06-26
"South 
Salmara",mankachar,0,2022-06-26
Tamulpur,goreswar,0,2022-06-26
Udalguri,udalguri,0,2022-06-26
Udalguri,mazbat,1,2022-06-26
Bajali,sarupeta,1,2022-06-26
Bajali,bajali,1,2022-06-26
Baksa,baska,1,2022-06-26
Barpeta,barpeta,0,2022-06-26
Barpeta,baghbar,1,2022-06-26
Barpeta,chenga,6,2022-06-26
Barpeta,barnagar,11,2022-06-26
Barpeta,kalgachia,12,2022-06-26
Dima-Hasao,haflong,5,2022-06-14
Kamrup (M),guwahati,0,2022-06-14
Kamrup (M),dispur,0,2022-06-14
Bajali,sarupeta,0,2022-06-25
Bajali,bajali,1,2022-06-25
Baksa,barnagar,4,2022-06-25
Barpeta,barpeta,0,2022-06-25
Barpeta,baghbar,1,2022-06-25
Barpeta,chenga,11,2022-06-25
Barpeta,kalgachia,11,2022-06-25
Cachar,lakhipur,0,2022-06-25
Cachar,katigorah,0,2022-06-25
Cachar,udharbond,0,2022-06-25
Cachar,sonai,0,2022-06-25
Cachar,silchar,0,2022-06-25
Chirang,bijni,0,2022-06-25
Darrang,sipajhar,11,2022-06-25
Darrang,mangaldoi,26,2022-06-25
Darrang,patharighat,1,2022-06-25
Dhemaji,dhemaji,2,2022-06-25
Dhemaji,sissiborgaon,3,2022-06-25
Dhemaji,gogamukh,7,2022-06-25
Dibrugarh,dibrugarh,1,2022-06-25
"Dima-
Hasao",haflong,1,2022-06-25
Goalpara,lakhipur,0,2022-06-25
Goalpara,balijana,0,2022-06-25
"Hailakand
i",hailakandi,10,2022-06-25
"Hailakand
i",lala,2,2022-06-25
"Hailakand
i",algapur,1,2022-06-25
Hojai,doboka,0,2022-06-25
Hojai,hojai,5,2022-06-25
Kamrup,rangia,1,2022-06-25
Kamrup,kamalpur,12,2022-06-25
Kamrup,north,0,2022-06-25
Kamrup,kayan,0,2022-06-25
Kamrup,hajo,12,2022-06-25
"Karbi 
Anglong 
West",donkamokam,2,2022-06-25
Karimganj,nilambazar,1,2022-06-25
Karimganj,karimganj,0,2022-06-25
Karimganj,badarpur,0,2022-06-25
Karimganj,patherkandi,0,2022-06-25
"Lakhimpu
r",subansiri,3,2022-06-25
"Lakhimpu
r",bihpuria,1,2022-06-25
Morigaon,morigaon,0,2022-06-25
Morigaon,mikirbheta,9,2022-06-25
Nagaon,kampur,47,2022-06-25
Nagaon,nagaon,33,2022-06-25
Nagaon,raha,39,2022-06-25
Nalbari,paschim,0,2022-06-25
Nalbari,tihu,0,2022-06-25
Nalbari,barbhag,0,2022-06-25
Nalbari,nalbari,1,2022-06-25
Sonitpur,dhekiajuli,0,2022-06-25
"South 
Salmara",mankachar,0,2022-06-25
Tamulpur,goreswar,0,2022-06-25
Tamulpur,tamulpur,0,2022-06-25
Cachar,katigorah,0,2022-05-30
Cachar,sonai,0,2022-05-30
Cachar,silchar,0,2022-05-30
Dima-Hasao,haflong,4,2022-05-30
Morigaon,morigaon,0,2022-05-30
Nagaon,nagaon,0,2022-05-30
Nagaon,raha,0,2022-05-30
Nagaon,kampur,0,2022-05-30
Lakhimpur,nowboicha,4,2022-10-15
Cachar,katigorah,0,2022-07-13
Cachar,lakhipur,0,2022-07-13
Cachar,silchar,0,2022-07-13
Chirang,bijni,0,2022-07-13
Dima-Hasao,haflong,5,2022-07-13
Morigaon,morigaon,0,2022-07-13
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
