District,Baby Food Liquid,Baby Food Solid,Others,Date
Barpeta,0.00-Q,"0.00-Q, 220.00-Pkt",Tarpaulin-8500.00-Pieces; Tarpalulin-840.00-Pieces; Bathing soap-1000.00-Pieces; phenyl-480.00-Pieces,23-06-2022
Nalbari,"0.00-Q, 216.00-Pkt",0.00-Q,,23-06-2022
Sonitpur,0.00-Q,0.00-Q,,23-06-2022
South Salmara,0.00-Q,0.00-Q,Tarpaulin -30.00-Pieces,23-06-2022
Tamulpur,0.00-Q,0.00-Q,,23-06-2022
Baksa,0.00-Q,0.00-Q,,23-06-2022
Bajali,0.00-Q,3956.00-Pkt,Tarpaulin-26950.00-Pieces; Candle-35.00-Pkt; Match Box-40.00-Pkt,23-06-2022
Tinsukia,0.00-Q,0.00-Q,0-0.00-Q,23-06-2022
Baksa,"0.00-Q, 0.00-Pkt","0.00-Q, 0.00-Pkt",Wheat bran-65.00-Q,24-06-2022
South Salmara,0.00-Q,0.00-Q,Hand Tube well-16.00-Pieces; Pit Latrine -34.00-Q; HTW-50.00-Pieces,24-06-2022
Nalbari,0.00-Q,0.00-Q,Tarpaulin-1050.00-Pkt; wheat bran-1284.00-Q,24-06-2022
Nagaon,"45000.00-Pkt, 0.00-Q","45000.00-Pkt, 0.00-Q",HTW-7.00-Pieces; M. Coil-42010.00-Pkt; Candle-42010.00-Pkt; Water Battle-42010.00-Pieces; 0-0.00-Q; Tapulin-1500.00-Pieces,24-06-2022
Morigaon,0.00-Q,0.00-Q,CANDLE -3200.00-Pieces; HTW -13.00-Pieces; WATER POUCH-8000.00-Pieces; CHEMICAL PACKETS-4400.00-Pieces; CHARGEABLE LIGHT -2000.00-Pieces; Tarpaulin -72.00-Pkt; Restoration of 6nos of existing HTW by PHED -6.00-Pieces,24-06-2022
Majuli,0.00-Q,0.00-Q,Halogen Tab-950.00-Pieces,24-06-2022
Lakhimpur,0.00-Q,0.00-Q,Tarpaulin -562.00-Pieces,24-06-2022
Karimganj,"100.00-Q, 24.00-Pkt",0.00-Q,NIL-0.00-Q; 0-0.00-Q; Candle-24.00-Pkt; Coil-24.00-Pkt; Water Purification Tablet-5240.00-Pieces; Chemical packets-6250.00-Pkt; Water Pouch-1735.00-Pkt,24-06-2022
Karbi Anglong West,0.00-Q,0.00-Q,,24-06-2022
Kamrup,"0.00-Q, 200.00-Pkt",0.00-Q,Water Pouch-5000.00-Q; Black Phenyl-5.00-L; Harpic-3.00-L; Cleaning Mop-3.00-Pieces; Chitranala-0.10-L; 0-0.00-Q; Wheat bran-306.20-Q; Tarpuline-1500.00-Q; Candle-200.00-Q; Sanitary Napkin-200.00-Pkt,24-06-2022
Hojai,0.00-Q,0.00-Q,Water Bottle-1392.00-L; Sanitary Pad-240.00-Pkt; Candle-110.00-Pkt; Phenyl-90.00-Pieces; Amul Taza-216.00-L; Water-480.00-L; Bleaching-12.50-Kg; Phenyl-25.00-Pkt,24-06-2022
Dima-Hasao,0.00-Q,0.00-Q,Haldi-186.00-Pkt; Onion-117.50-Kg; Biscuit-996.00-Pkt; Milk-113.00-L; Potato-497.00-Kg; Candle-421.00-Pkt; Match box-186.00-Pkt; Mosquito repellent-192.00-Pkt,24-06-2022
Dhubri,0.00-Q,0.00-Q,bleaching powder-5300.00-Pkt; halogen tablet-1800.00-Pieces; water pouches-6000.00-Pkt; Tarpaulin-1000.00-Pieces; HTW-26.00-Pieces; Pit Latrine-26.00-Pieces; Tarpaulin -359.00-Pieces,24-06-2022
Dhemaji,"0.00-Q, 0.00-L","0.00-Q, 0.00-Pkt",0-0.00-Q,24-06-2022
Darrang,0.00-Q,"0.00-Q, 20.00-Pieces",0-0.00-Q; candles-20.00-Pkt; halogen tablets-500.00-Pieces; drinking water-1000.00-L; phenyl-30.00-Pieces; Tarpaulin-3000.00-Pieces; Mosquito reseller-1000.00-Pkt; Candle-1500.00-Pkt; Matchbox-30.00-Pkt; Tarpaulin -4000.00-Q; Candle Light-1.00-Pkt; Phinyl -132.00-Q,24-06-2022
Chirang,0.00-Q,0.00-Q,Soap-85.00-Pieces; surf-50.00-Pkt,24-06-2022
Cachar,0.00-Q,0.00-Q,,24-06-2022
Bongaigaon,0.00-Q,0.00-Q,Bleaching Powder-215.25-Kg; Halogen Tablets-5950.00-Pkt; Phenyl-3.10-Pkt; Temp. HTW-69.00-Pieces; Mobile Plant-24000.00-Pieces; Toilet-53.00-Pieces; Dustbin-2.00-Pieces; Mosquito net--100.00-Pieces; Solar Light -30.00-Pieces; Halogen Tablets-12530.00-Pieces; Phenyl-19.50-L; Bathroom-2.00-Pieces,24-06-2022
Barpeta,0.00-Q,"148.00-Pkt, 0.00-Q",Suzi-495.00-Kg; Phenyl-500.00-Pieces; candles-1000.00-Pkt; biscuit-10000.00-Pkt; Match box-2600.00-Pieces; Sanitary Napkin-130.00-Pkt; 1. Tarpaulin -3500.00-Pieces; Tarpaulin-8000.00-Pieces; Hand Tube-well(HTW)-209.00-Pieces; HTW installed-114.00-Pieces; Sanitary Napkins-756.00-Pieces; Candle-440.00-Pkt; Drinking water-7250.00-Pieces; Biscuit-1160.00-Pkt; Mosquito Coil-600.00-Pkt; candel-2262.00-Pkt; Tarpulin-3500.00-Pieces; Water Bottle-7000.00-Pieces; Mosquito-1102.00-Pkt; Horlics-145.00-Pieces; Cerelac-350.00-Pkt,24-06-2022
Bajali,0.00-Q,"0.00-Q, 712.00-Pkt",Tarpaulin-2869.00-Pieces,24-06-2022
Hailakandi,"0.00-Q, 71.00-Pkt","0.00-Q, 20.00-Pkt",Water Purification Tablets-8500.00-Pieces; Tarpoulin-500.00-Pieces; Water Packets-6000.00-Pkt; sanitary Napkin-20.00-Pkt; Candle-71.00-Pkt; Match Box-80.00-Pieces; Disposable plate-1000.00-Pieces; Disposable Glass-1000.00-Pieces; Soap-71.00-Pieces; Turpoline-71.00-Pieces; Hand Sanitizer-1.00-Pieces,24-06-2022
Sonitpur,"16.00-L, 0.00-Q","11.20-Kg, 0.00-Q",,24-06-2022
Karbi Anglong West,0.00-Q,0.00-Q,,25-06-2022
South Salmara,0.00-Q,0.00-Q,,25-06-2022
Nagaon,"0.00-Q, 4561.00-ml, 20000.00-Pkt","35.44-Q, 8000.00-Pkt",Turpolin-2000.00-Pieces; Match Box-26000.00-Pkt; Candle -19600.00-Pkt; Mosquito Coil-1000.00-Pkt; Candle-3000.00-Q,25-06-2022
Morigaon,0.00-Q,0.00-Q,CHARGEABLE LIGHT -466.00-Q; HTW-9.00-Q; WATER PACKETS-1000.00-Q; CHEMICAL PACKETS -600.00-Q,25-06-2022
Lakhimpur,0.00-Q,"70.00-Kg, 0.00-Q",Concentrated cattle feed Godrej Supreme-148.00-Q; tarpaulin-1209.00-Pieces,25-06-2022
Bajali,0.00-Q,0.00-Q,Tarpaulin-5165.00-Pieces,25-06-2022
Baksa,"0.00-Q, 0.00-Pkt","0.00-Q, 0.00-Pkt",,25-06-2022
Barpeta,0.00-Q,0.00-Q,Phenyl-504.00-Pieces; Candle-3600.00-Pieces; Suzi-480.00-Pkt; Hand Tube well-120.00-Pieces; 1. Tarpaulin -21500.00-Pieces; Tarpaulin-9160.00-Pieces; Hand Tube-well(HTW)-128.00-Pieces; Biscuit-2000.00-Pkt; Bleaching powder-1995.00-Kg; Mosquito stick-4800.00-Pkt; Suji-1500.00-Pkt,25-06-2022
Karimganj,"100.00-Pkt, 35.00-Q","100.00-Pkt, 0.00-Q",SANITARY NAPKIN-56.00-Pkt; CANDLE-45.00-Pkt; MOSQUITO COIL-15.00-Pkt; MATCH BOX-15.00-Pkt; BLEACHING POWER-30.00-Pkt; 0-0.00-Q,25-06-2022
Darrang,0.00-Q,"0.00-Q, 20.00-Pkt",mosquito coil (on 22/06/2022)-1.00-Pkt; Sanitary napkin (on 22/06/2022)-1.00-Pkt; Match box (on 22/06/2022)-1.00-Pkt; Tarpaulin-6000.00-Pieces; Mortein-600.00-Pieces; Biscuits-500.00-Pkt,25-06-2022
Dhemaji,0.00-Q,0.00-Q,Tarpulin-108.00-Pieces,25-06-2022
Dibrugarh,0.00-Q,0.00-Q,,25-06-2022
Dima-Hasao,0.00-Q,0.00-Q,Onoin-21.00-Kg; Haldi-21.00-Pkt; Milk-21.00-L; Biscuit-147.00-Pkt; Candle-63.00-Pkt; Match Box-21.00-Pkt; Mosquito Repellant -21.00-Pkt; Mosquito Net-21.00-Pieces,25-06-2022
Hailakandi,"0.00-Q, 297.00-Pkt","0.00-Q, 45.00-Pkt",Sanitary Napkin-50.00-Pkt; Candle-64.00-Pkt; Match Box-36.00-Pkt; Tarpaulin-465.00-Pieces; Water Purification Tablets-18000.00-Pieces; Water Packets-8500.00-Pkt; Sanitary Nepkin-101.00-Pkt; Soap-114.00-Pieces,25-06-2022
Hojai,0.00-Q,0.00-Q,,25-06-2022
Chirang,0.00-Q,0.00-Q,Soap-38.00-Pieces,25-06-2022
Kamrup,"0.00-Q, 21.00-Pkt","621.00-Pkt, 0.00-Q",0-0.00-Q; Candle-32.00-Pkt; Mosquito Coil-22.00-Pkt; Water Pouch-4000.00-Pkt; Tarpuline-600.00-Pkt,25-06-2022
Goalpara,0.00-Q,0.00-Q,0-0.00-Q,26-06-2022
Morigaon,0.00-Q,0.00-Q,HTW-3.00-Pieces,26-06-2022
Majuli,0.00-Q,0.00-Q,Chemical packets-200.00-Pkt; Halogen tablet-1000.00-Pieces; Halogen tablet-300.00-Pkt,26-06-2022
Lakhimpur,0.00-Q,0.00-Q,Tarpaulin-1360.00-Pieces; Concentrated cattle feed Godrej Supreme-122.50-Q,26-06-2022
Karbi Anglong West,0.00-Q,0.00-Q,,26-06-2022
Kamrup,0.00-Q,"1812.00-Pkt, 0.00-Q",Matchbox-1000.00-Pkt; Mosquito coil-2000.00-Pkt; Tarpaulin-10240.00-Pieces; Sanitary Napkin-2700.00-Pkt; Biscuits-1000.00-Pkt; Candle-1000.00-Pkt; Phenyl-1000.00-Pkt; Amul Taza-500.00-Pkt; Mosquito Repelent-450.00-Pkt; Wheatbran-280.00-Q; Tarpulin-3650.00-Pieces; Potato-40.00-Q; Onion-25.00-Q; Sanitary Napkin-1500.00-Pieces; Candel-5000.00-Pkt; Mosquito Coilo-2000.00-Pkt; Milk & Baby Food-850.00-Pkt,26-06-2022
Hailakandi,"0.00-Q, 1000.00-Pkt",0.00-Q,Water Purification Tablet-2000.00-Pieces; Candle-275.00-Pkt; Match box-75.00-Pkt; Sanitary Napkin-216.00-Pkt; Water purification Tablet-65000.00-Pieces; Water Packets-7000.00-Pkt,26-06-2022
Bajali,0.00-Q,0.00-Q,Tarpaulin-4835.00-Q,26-06-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-40.00-Pieces,26-06-2022
Darrang,0.00-Q,0.00-Q,Taurpaulin-2000.00-Pieces; Mosquito Net-220.00-Pieces,26-06-2022
Cachar,0.00-Q,0.00-Q,Amul Taza-1410.00-Pkt; Biscuit-54450.00-Pkt; Cake-95200.00-Pkt; Packaged Drinking Water-56000.00-L,26-06-2022
Barpeta,0.00-Q,"1008.00-Pkt, 0.00-Q",Phenyl-196.00-Pkt; Biscuits-28100.00-Pkt; Mosquito Repellent Coil-225.00-Pkt; Tarpaulin Sheets-18300.00-Pieces; Suzi-510.00-Kg; muri-3435.00-Kg; Tarpaulin-3000.00-Pieces; Phenyl (1000 bottle- each bottle-500 ml)-500.00-L; 1. Match Box-900.00-Pieces; 2. Finial Bottle-2110.00-Pieces; 3. Hand Tubel-539.00-Pieces; 4. Soap-288.00-Pkt; 5. Sira-1.00-Q; 6. Biscuit-240.00-Pkt; 7. Suji -2.00-Q; Cerelac-500.00-Pkt; Suji-150.00-Kg; Chemical -8500.00-Pkt; Bleaching powder-62.00-Pkt; Halogen tablets-55000.00-Pieces; Water pouch-60800.00-Pkt; HTW installed-55.00-Pieces; phynyl-100.00-Pieces; Candle-200.00-Pieces,26-06-2022
Baksa,0.00-Q,0.00-Q,,26-06-2022
Nagaon,0.00-Q,"6000.00-Pkt, 0.00-Q",Temporary Bathroom-5.00-Pieces; Temporary Sanitary Toilet-5.00-Pieces; Installation of Hand Tube Well-22.00-Pieces; Packet Drinking Water-45400.00-Pkt; Helogen Tab-18000.00-Pieces; Bleaching Powder-75.00-Kg; Mosquito Coil-500.00-Pkt; Candle-4050.00-Pkt; Water Bottle -20000.00-Pieces; 0-0.00-Q,26-06-2022
Dibrugarh,0.00-Q,0.00-Q,,26-06-2022
Sonitpur,0.00-Q,0.00-Q,Tarpaulin (Forest Area)-310.00-Pieces; Phenyl-80.00-Pieces,26-06-2022
Karimganj,"249.00-Pkt, 0.00-Q","0.00-Q, 162.00-Pkt",Water purification tablet-18900.00-Pieces; Chemical packets-20425.00-Pieces; Water pouches-3560.00-Pieces; MOSQUITO COIL-30.00-Pkt; CANDLE-50.00-Pkt; BLEACHING POWER-50.00-Pkt; SANITARY NAPKIN-60.00-Pkt; MATCH BOX-5.00-Pkt; CERELAC-5.00-Pkt; 0-0.00-Q,26-06-2022
Hailakandi,"0.00-Q, 98.00-Pkt","0.00-Q, 25.00-Pkt",Water Packets-5500.00-Pkt; Sanitary Napkin-30.00-Pkt; Candle-15.00-Pkt; Match Box-2.00-Pkt; Soap-15.00-Pieces; Turpolin-15.00-Pieces; Water Purification Tablet-1500.00-Pieces,27-06-2022
Dima-Hasao,0.00-Q,0.00-Q,Milk-77.00-L; Onion-77.00-Kg; Biscuit-597.00-Pkt; Candle-217.00-Pkt; Match Box-77.00-Pkt; Mosquito Repellent-77.00-Pkt; Napkin-77.00-Pkt; Mosquito Net-77.00-Pieces; Bathing Soap-77.00-Pieces; Hand Wash-153.00-Pieces,27-06-2022
Darrang,0.00-Q,0.00-Q,Chira-500.00-Kg; Sugar-100.00-Kg,27-06-2022
Nagaon,"12540.00-Pkt, 0.00-Q","12696.00-Pkt, 0.00-Q",Tarpaulin-4756.00-Pieces; Bleaching Powder -165.00-Kg; Phynyl-1160.00-Pieces; Chira -325.60-Kg; Jaggery -19.18-Kg; HTW-4.00-Pieces; M. Coil-720.00-Pieces; Sanitary Pad-12096.00-Pkt; Soap-3900.00-Pieces; Bleaching Powder-1950.00-Kg; Water Bottle-2000.00-Pieces,27-06-2022
Morigaon,0.00-Q,0.00-Q,Tarpaulin -35.00-Pieces,27-06-2022
Majuli,0.00-Q,0.00-Q,chemical packets-50.00-Pkt; Halogen tab-700.00-Pieces,27-06-2022
Lakhimpur,0.00-Q,0.00-Q,Tarpaulin-1.00-Pieces,27-06-2022
Karimganj,"0.00-Q, 41.00-Pkt",0.00-Q,0-0.00-Q; Water Purification Tablet -4820.00-Pieces; Chemical Packets -10125.00-Pkt,27-06-2022
Kamrup,"0.00-Q, 0.00-Pkt","0.00-Q, 300.00-Pkt",Sanitary Napkin-300.00-Pkt; Candle-200.00-Pkt; Milk-100.00-Pkt; Mosquito Repellent-100.00-Pkt; Phenyl-150.00-Pkt; 0-0.00-Q; Tarpulin-500.00-Q,27-06-2022
Cachar,0.00-Q,0.00-Q,Tarpulin-1494.00-Pieces; Mortean-5880.00-Pkt; Amul Taza-2996.00-L; Biscuit-16920.00-Pkt; Sanitary Pad-2880.00-Pkt,27-06-2022
Barpeta,0.00-Q,0.00-Q,1. Suji-1.00-Q; Disinfection Packets-13930.00-Pkt; Halogen Tablets-154000.00-Pieces; Water Pouch-193400.00-Pieces; HTW-700.00-Pieces; Temporary Toilet-333.00-Pieces; Tarpaulin-500.00-Pieces; Candle-20.00-Pkt,27-06-2022
Baksa,0.00-Pkt,0.00-Pkt,cattle feed-58.14-Q,27-06-2022
Biswanath,0.00-Q,0.00-Q,,28-06-2022
Chirang,0.00-Q,"0.00-Pkt, 0.00-Q",,28-06-2022
Hailakandi,"111.00-Pkt, 0.00-Q","20.00-Pkt, 0.00-Q",soap-53.00-Pieces; Water Purification Tablets-3000.00-Pieces; Water Packets-1500.00-Pkt; Water Purification Tablet-56000.00-Pieces; Water packets-5000.00-Pkt,28-06-2022
Darrang,0.00-Q,0.00-Q,0-0.00-Q; TARPAULIN-1430.00-Pieces,28-06-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-20.00-Pieces; Hand wash-5.00-Pieces; Soap-30.00-Pieces; Mosquito Net-30.00-Pieces; Mosquito coil-15.00-Pkt; Candle-20.00-Pkt; Detergent-10.00-Pkt; Sanitary Pads-20.00-Pkt; Match Box-10.00-Pkt; Biscuit-20.00-Pkt,28-06-2022
Cachar,0.00-Q,0.00-Q,,28-06-2022
Hojai,0.00-Q,0.00-Q,Water bottle-240.00-L; Bleaching Powder-6.00-Pkt; Phenyl-6.00-Pieces,28-06-2022
Majuli,0.00-Q,0.00-Q,Chemical packets-300.00-Pkt; Halogen tablets-2000.00-Pieces,28-06-2022
Karimganj,"150.00-Pkt, 0.00-Q","120.00-Pkt, 0.00-Q",CANDLE-60.00-Pkt; SANITARY NAPKIN-51.00-Pkt; BLEACHING POWER-20.00-Pkt; MOSQUITO COIL-20.00-Pkt; MATCH BOX-20.00-Pkt; 0-0.00-Q; Candle-15.00-Pkt; Mosquito Coil-15.00-Pkt; Water Purification Tablet-5200.00-Pkt; Chemical Pakets-6640.00-Pkt,28-06-2022
Lakhimpur,0.00-Q,"0.00-Q, 10.00-Pkt",Taurpalin-901.00-Q; Tarpaulin-13.00-Pieces; Concentrate Feed (Cattle Feed)-13.00-Q; Halogen Tablet-1000.00-Pieces,28-06-2022
Dima-Hasao,0.00-Q,0.00-Q,Milk-20.00-L; Onion-20.00-Kg; Haldi-20.00-Pkt; Biscuit-140.00-Pkt; Candle-60.00-Pkt; Match Box-20.00-Pkt; Mosquito Repellent-20.00-Pkt; Bathing Soap-20.00-Pieces; Mosquito Net-18.00-Pieces,28-06-2022
Bongaigaon,0.00-Q,0.00-Q,Biscuit-1242.00-Pkt; Amul Taza-1242.00-Pkt; Sanitary Pad-231.00-Pkt; Mother Horlicks-21.00-Pkt; Tarpaulin-350.00-Pieces; Tarpaulin -260.00-Pieces,28-06-2022
Morigaon,0.00-Q,0.00-Q,WATER PACKETS-1000.00-Q; HALOGEN TABLETS -3000.00-Q,28-06-2022
Nagaon,0.00-Q,0.00-Q,Tarpulin-2000.00-Pieces; Water Bottle-23000.00-Pieces; Soap-1100.00-Pieces; Bleaching Powder-1050.00-Kg,28-06-2022
Nalbari,0.00-Q,0.00-Q,Tarpaulin -74.00-Pkt; wheat Bran-34.65-Q,28-06-2022
Sonitpur,0.00-Q,0.00-Q,,28-06-2022
Tamulpur,0.00-Q,0.00-Q,,28-06-2022
Bajali,0.00-Q,0.00-Q,water bottle-150.00-Pieces,28-06-2022
Barpeta,0.00-Q,0.00-Q,0-0.00-Q,28-06-2022
Kamrup,0.00-Q,180.00-Q,Biscuit-300.00-Pkt; Sanitary Napkin-400.00-Pkt; Candle-150.00-Pkt; Milk-70.00-Pkt; Mosquito-50.00-Pkt; Phenyl-100.00-Pkt,28-06-2022
Cachar,0.00-Q,53450.00-Pkt,Fruit Juice-250.00-Pkt; Dry Fruite-4.00-Kg; Amul Taza-2000.00-Pkt; Biscuit-25000.00-Pkt; Water Bottole-30122.00-L; Sanytary Pad-4000.00-Pkt; Candle-700.00-Pkt; Dry Kits-1500.00-Pkt,29-06-2022
Nagaon,"0.00-Q, 2631.00-Pkt",0.00-Q,HTW-6.00-Pieces; Phenyl-4984.00-Q; Sanitary Napkin -1500.00-Pieces,29-06-2022
Chirang,0.00-Q,218.00-Pkt,Tarpaulin-34.00-Pieces; Sanitary Napkin-342.00-Pkt; Candle-376.00-Pkt; M. Coil-342.00-Pkt; Horlicks-1.00-Pkt; Mosquito Net-34.00-Pieces; Potato-255.00-Kg; Onion-85.00-Kg; Soyabean-43.00-Kg; Chilli-22.00-Kg,29-06-2022
Darrang,0.00-Q,0.00-Q,0-0.00-Q; TARPAULIN-800.00-Pieces; Tarpaulin-7690.00-Pieces,29-06-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-104.00-Pieces,29-06-2022
Dhubri,"0.00-Q, 0.00-Pkt","0.00-Q, 0.00-Pkt",Tarpaulin-2189.00-Pieces; Chira-1259.00-Kg; Gur-426.40-Kg; HTW-110.00-Pieces; Tarpoline -1000.00-Pieces; M-Coil-100.00-Pkt; Candle-100.00-Pkt; M-Box-100.00-Pieces; Chira-1.50-Q; Gur-0.45-Q; Bleaching powder-25.00-Kg; Water Pouch(250 ml)-16300.00-Pkt,29-06-2022
Dibrugarh,0.00-Q,0.00-Q,0-0.00-Q; Tarpaulin sheets-21.00-Q,29-06-2022
Dima-Hasao,0.00-Q,0.00-Q,HALDI-94.00-Pkt; Onion-209.00-Kg; Biscuit-484.00-Pkt; Milk-65.00-L; napkin-36.00-Pkt; Candel-224.00-Pkt; Match box-94.00-Pkt; M.repellent-94.00-Pkt; M.net-36.00-Pieces; Bathing soap-58.00-Pkt,29-06-2022
Hailakandi,"0.00-Q, 75.00-Pkt",0.00-Q,Water purification tablets-2000.00-Pieces; Candle-20.00-Pkt; Match box-5.00-Pkt; Water Packets-2500.00-Pkt; Water Purification Tablets-23500.00-Pieces,29-06-2022
Biswanath,0.00-Q,"0.00-Q, 4.00-Kg",Onion-0.93-Q; Potato-1.42-Q; Egg-480.00-Pieces,29-06-2022
Hojai,0.00-Q,0.00-Q,Candel-3.00-Pkt; Sanitary Pad-5.00-Pkt; Bleaching powder-6.00-Pkt; phenyle-6.00-Pieces; Tarpaulin-50.00-Pieces; water bottle -160.00-L; Phenyl-6.00-Pkt; bleaching powder-6.00-Pkt,29-06-2022
Kamrup,"0.00-Q, 0.00-Pkt",150.00-Pkt,Sanitary Napkin-600.00-Pkt; Mosquito Repelent-35.00-Pkt; Phenyl-50.00-Pkt; Milk-12.00-Pkt; Candle-120.00-Pkt; Candel-400.00-Pkt; Tarpulin-750.00-Pieces,29-06-2022
Karimganj,"0.00-Q, 230.00-Pkt",0.00-Q,0-0.00-Q; Mosquito Coil-21.00-Pkt; Candle-35.00-Pkt; Water Purification Tablet-4650.00-Pkt; Chemical Packets-5780.00-Pkt; Water Pouch-3500.00-Pkt; Lime & Alum Pouch-1450.00-Pkt; Hydrochloride Solution-80.00-L,29-06-2022
Lakhimpur,0.00-Q,"208.40-Kg, 0.00-Q",tarpaulin-121.00-Pieces; Tarupalin-800.00-Pieces,29-06-2022
Majuli,0.00-Q,0.00-Q,Chemical Packets-100.00-Pkt; Halogen Tab-1800.00-Pieces; Chemical Peckets-150.00-Pkt,29-06-2022
Tinsukia,0.00-Q,0.00-Q,0-0.00-Q,29-06-2022
Morigaon,"1039.00-Pkt, 0.00-Q","1039.00-Pkt, 0.00-Q",Tarpoulin-163.00-Pieces; Rechargeable light-120.00-Pieces; Hand Tube well-21.00-Pieces; CHEMICAL PACKETS -250.00-Q; HALOGEN -2000.00-Q; HTW -5.00-Q,29-06-2022
Dima-Hasao,0.00-Q,0.00-Q,Milk-44.00-L; Potato-320.00-Kg; Onion-237.00-Kg; Biscuit-1659.00-Pkt; Candle-633.00-Pkt; Match Box-237.00-Pkt; Mosquito Repellent-237.00-Q; Bathing Soap-237.00-Pieces,30-06-2022
Biswanath,0.00-Q,"10.00-Pkt, 0.00-Q",Drinking water-120.00-L,30-06-2022
Cachar,0.00-Q,0.00-Q,Candle-17500.00-Pkt; Mortien-11100.00-Pkt; Biscuit-578875.00-Pkt; Amul Taza-72938.00-Pkt; Cake-1890.00-Pkt; Drinking Water-73218.00-Pkt; Sanitary Pad-40532.00-Pkt,30-06-2022
Chirang,0.00-Q,0.00-Q,,30-06-2022
Darrang,0.00-Q,0.00-Q,tarpaulin-2765.00-Pieces; 0-0.00-Q,30-06-2022
Nagaon,"1894.00-Pkt, 0.00-Q",0.00-Q,Sanitary Napkin-180.00-Pkt; Tarpulin-1400.00-Pieces,30-06-2022
Morigaon,"3155.00-Q, 2995.00-Pkt","3155.00-Q, 2995.00-Pieces",Tarpoulin-230.00-Pieces; Hand Tube Well-2.00-Pieces; Sanitary Napkin-239.00-Pkt; Tarpaulin-5000.00-Q; Temporary Toilet -24.00-Q; Halogen tablets-13000.00-Q; Water pouch-22000.00-Q; Chemical Packets-2950.00-Q; HTW-20.00-Q; Sanitary Napkin-271.00-Q,30-06-2022
Majuli,0.00-Q,0.00-Q,Helogen Tab-800.00-Pieces,30-06-2022
Lakhimpur,"0.00-Q, 170.00-Pkt","69.00-Pkt, 2.04-Q, 90.00-Kg",Tarpaulin-1159.00-Pieces; Concentrate Feed (Cattle Feed)-19.00-Q; Sanitary Napkins-385.00-Pkt; Chira-2.04-Q; Jaggery(Gur)-51.00-Kg; TARPAULIN-107.00-Pieces; potato-30.00-Kg; Eggs-94.00-Pieces; Soyabean-5.00-Kg; Onion-10.00-Kg; candle-30.00-Pkt; maxo-15.00-Pkt; tea leaves-0.50-Kg; sugar-2.00-Kg; biscuit-30.00-Pkt; disposable glass and plate-600.00-Pieces; bucket with mug-20.00-Pieces; turmeric-1.00-Kg; dry chilli-0.50-Kg; bread-60.00-Pkt; bathing soaf-22.00-Pieces; detergent powder 10 Rs pouch -22.00-Pieces; vim Bar 10 Rs Pouch-5.00-Pieces; Match Box-4.00-Pkt; 0-0.00-Q,30-06-2022
Karimganj,"555.00-Pkt, 0.00-Q","135.00-Pkt, 0.00-Q",CANDLE-144.00-Pkt; MOSQUITO COIL-48.00-Pkt; BLEACHING POWDER-48.00-Pkt; SANITARY NAPKIN-97.00-Pkt; MATCH BOX-135.00-Pkt; 0-0.00-Q; Candle-55.00-Pkt; Mosquito Coil-33.00-Pkt; Water Purification Tablet-4625.00-Pkt; Chemical Packets-12235.00-Pkt; Water Pouch-3700.00-Pkt; Lime & Alum Pouch-2050.00-Pkt; Hydrochloride Solution-110.00-L,30-06-2022
Kamrup,0.00-Q,"0.00-Q, 100.00-Pkt",0-0.00-Q; Wheat Bran-74.55-Q; Tarpaulin-2000.00-Pieces,30-06-2022
Hojai,0.00-Q,0.00-Q,,30-06-2022
Hailakandi,0.00-Q,0.00-Q,Water Purification Tablets-4200.00-Pieces; Water Packets-2600.00-Pkt,30-06-2022
Dibrugarh,0.00-Q,0.00-Q,,30-06-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin-908.00-Pieces; Tarpulin-24.00-Pieces; soap-25.00-Pieces; Mosquito coil-10.00-Pieces; Candle-20.00-Pieces; Detergent-10.00-Pkt; sanitary pad-20.00-Pkt; Match box-10.00-Pkt; Biscuit-20.00-Pkt; Phenyl-5.00-Pkt; Disposal Dishes-1000.00-Pieces; Potato-50.00-Kg; Soyabean-5.00-Kg; Mosquito net-100.00-Pieces,30-06-2022
Tamulpur,0.00-Q,0.00-Q,Tarpaulin -320.00-Pieces,30-06-2022
Sonitpur,0.00-Q,0.00-Q,Chira-2.90-Q; Gur-0.53-Q,30-06-2022
Sonitpur,0.00-Q,0.00-Q,Chira-32.21-Q; Gur-5.92-Q,01-07-2022
Nagaon,"0.00-Q, 500.00-Pkt","0.00-Q, 500.00-Pkt",HTW-30.00-Q; Tube Well -77.00-Pieces; Temporary Sanitary-33.00-Pieces; Temporary Bathroom-20.00-Pieces; HTW -55.00-Pieces; Temporary Bathroom -7.00-Pieces; Temporary Toilet -16.00-Pieces; Tarpaulin -1300.00-Pieces,01-07-2022
Cachar,0.00-Q,0.00-Q,,01-07-2022
Darrang,0.00-Q,0.00-Q,,01-07-2022
Dhemaji,0.00-Q,0.00-Q,Tarpaulin -222.00-Pieces; Tarpaulin-1056.00-Pieces,01-07-2022
Bajali,0.00-Q,0.00-Q,,01-07-2022
Dhubri,0.00-Q,0.00-Q,HTW-16.00-Pieces,01-07-2022
