District,RevenueCircle,Population affected,Date
Sivasagar,sivsagar,6292,2022-06-20
Sivasagar,demow,0,06-20-2022
Sonitpur,naduar,0,2022-06-20
Sonitpur,chariduar,59814,2022-06-20
Sonitpur,thelamara,4954,2022-06-20
Sonitpur,dhekiajuli,12228,2022-06-20
Sonitpur,tezpur,4220,06-20-2022
South Salmara,south,139183,2022-06-20
South Salmara,mankachar,11970,2022-06-20
Tamulpur,tamulpur,2558,2022-06-20
Tamulpur,goreswar,18021,2022-06-20
Udalguri,udalguri,9515,2022-06-20
Udalguri,khairabari,836,06-20-2022
Udalguri,mazbat,382,2022-06-20
Udalguri,kalaigaon,12606,2022-06-20
Udalguri,harisinga,2673,2022-06-20
Baksa,barnagar,19682,2022-06-20
Baksa,baska,82,2022-06-20
Baksa,baganpara,1233,2022-06-20
Baksa,barama,252,06-20-2022
Baksa,jalah,12501,2022-06-20
Bajali,sarupeta,178515,2022-06-20
Bajali,bajali,160000,2022-06-20
Tinsukia,tinsukia,4521,2022-06-21
Tinsukia,doomdooma,1944,2022-06-21
Biswanath,gohpur,0,06-21-2022
Biswanath,naduar,0,2022-06-21
Biswanath,halem,0,2022-06-21
Biswanath,biswanath,0,2022-06-21
Bongaigaon,srijangram,166318,2022-06-21
Bongaigaon,manikpur,2780,2022-06-21
Bongaigaon,boitamari,66972,2022-06-21
Udalguri,udalguri,3878,2022-06-21
Udalguri,mazbat,610,2022-06-21
Udalguri,khairabari,88,2022-06-21
Udalguri,harisinga,1746,2022-06-21
Udalguri,kalaigaon,3185,06-21-2022
Tamulpur,goreswar,26655,2022-06-21
Tamulpur,tamulpur,2943,2022-06-21
South Salmara,south,139183,2022-06-21
South Salmara,mankachar,31028,2022-06-21
Sonitpur,naduar,0,2022-06-21
Sonitpur,chariduar,929,2022-06-21
Sonitpur,thelamara,1264,2022-06-21
Sonitpur,dhekiajuli,20841,06-21-2022
Sonitpur,tezpur,4627,06-21-2022
Sivasagar,sivsagar,2150,06-21-2022
Nalbari,ghograpar,31602,2022-06-21
Nalbari,banekuchi,16530,2022-06-21
Nalbari,tihu,6455,2022-06-21
Nalbari,barbhag,11500,2022-06-21
Nalbari,paschim,47121,06-21-2022
Nalbari,nalbari,12500,2022-06-21
Nalbari,barkhetri,269330,2022-06-21
Nagaon,nagaon,55097,2022-06-21
Nagaon,kampur,259500,06-21-2022
Nagaon,rupahi,0,2022-06-21
Nagaon,raha,137000,2022-06-21
Nagaon,samaguri,5287,2022-06-21
Nagaon,kaliabor,497,2022-06-21
Nagaon,dhing,0,06-21-2022
Morigaon,mayong,2437,06-21-2022
Morigaon,bhuragaon,39292,06-21-2022
Morigaon,morigaon,61723,2022-06-21
Morigaon,laharighat,0,2022-06-21
Majuli,ujani,0,2022-06-21
Majuli,majuli,17403,2022-06-21
Lakhimpur,nowboicha,40213,2022-06-21
Lakhimpur,narayanpur,0,2022-06-21
Lakhimpur,north,7336,2022-06-21
Lakhimpur,bihpuria,5875,06-21-2022
Lakhimpur,dhakuakhana,729,06-21-2022
Lakhimpur,subansiri,2692,2022-06-21
Kokrajhar,gossaigaon,0,2022-06-21
Kokrajhar,kokrajhar,0,2022-06-21
Kokrajhar,bhawraguri,0,06-21-2022
Kokrajhar,bagribari,12474,2022-06-21
Barpeta,barpeta,180839,2022-06-21
Barpeta,chenga,154483,2022-06-21
Barpeta,baghbar,370497,2022-06-21
Barpeta,sarthebari,335837,06-21-2022
Barpeta,kalgachia,198692,06-21-2022
Barpeta,barnagar,11011,06-21-2022
Karimganj,patherkandi,6883,2022-06-21
Karimganj,rk,11000,2022-06-21
Karimganj,badarpur,35366,2022-06-21
Karimganj,nilambazar,77960,2022-06-21
Karimganj,karimganj,16440,2022-06-21
Kamrup (M),chandrapur,0,2022-06-21
Kamrup (M),guwahati,0,2022-06-21
Kamrup (M),sonapur,5483,2022-06-21
Kamrup (M),dispur,280,06-21-2022
Kamrup,rangia,71800,2022-06-21
Kamrup,goroimari,0,2022-06-21
Kamrup,kayan,38122,2022-06-21
Kamrup,nagarbera,0,2022-06-21
Kamrup,chaygaon,0,2022-06-21
Kamrup,kamalpur,146310,2022-06-21
Kamrup,chamaria,0,2022-06-21
Kamrup,hajo,122138,2022-06-21
Kamrup,palashbari,219,2022-06-21
Kamrup,north,21625,06-21-2022
Hojai,hojai,44019,2022-06-21
Hojai,doboka,27378,2022-06-21
Hojai,lanka,8401,2022-06-21
Hailakandi,algapur,54241,2022-06-21
Hailakandi,hailakandi,6611,06-21-2022
Hailakandi,lala,14000,06-21-2022
Hailakandi,katlicherra,1338,06-21-2022
Golaghat,bokakhat,26532,2022-06-21
Golaghat,khumtai,0,06-21-2022
Goalpara,matia,13546,2022-06-21
Goalpara,balijana,99311,2022-06-21
Goalpara,lakhipur,171429,2022-06-21
Goalpara,dudhnoi,82,2022-06-21
Goalpara,rongjuli,0,2022-06-21
Dibrugarh,chabua,3857,2022-06-21
Dhubri,dhubri,53248,2022-06-21
Dhubri,agamoni,1190,2022-06-21
Dhubri,gauripur,0,2022-06-21
Dhubri,chapar,690,2022-06-21
Dhubri,bilasipara,130503,2022-06-21
Dhubri,south,265395,06-21-2022
Dhubri,golakganj,301,2022-06-21
Dhubri,athani,143381,06-21-2022
Dhemaji,jonai,20042,2022-06-21
Dhemaji,sissiborgaon,17078,2022-06-21
Dhemaji,dhemaji,559,2022-06-21
Cachar,silchar,42782,2022-06-21
Cachar,lakhipur,19800,2022-06-21
Cachar,sonai,62200,2022-06-21
Cachar,udharbond,4950,06-21-2022
Cachar,katigorah,87119,2022-06-21
Bajali,sarupeta,155870,2022-06-21
Bajali,bajali,160000,2022-06-21
Chirang,bijni,1451,06-21-2022
Chirang,bengtal,2084,06-21-2022
Darrang,mangaldoi,125007,06-21-2022
Darrang,dalgaon,185900,06-21-2022
Darrang,sipajhar,155764,06-21-2022
Darrang,patharighat,80750,06-21-2022
Karbi Anglong West,donkamokam,4009,2022-06-21
Baksa,barnagar,21038,06-21-2022
Baksa,baska,0,2022-06-21
Baksa,barama,105,2022-06-21
Baksa,baganpara,0,2022-06-21
Baksa,jalah,852,2022-06-21
Udalguri,udalguri,1742,2022-06-22
Udalguri,harisinga,2,2022-06-22
Udalguri,mazbat,6050,06-22-2022
Udalguri,khairabari,154,2022-06-22
Udalguri,kalaigaon,37,2022-06-22
Baksa,barnagar,20957,2022-06-22
Baksa,barama,56,2022-06-22
Baksa,baganpara,179,2022-06-22
Tinsukia,doomdooma,1338,2022-06-22
Tamulpur,goreswar,12571,2022-06-22
Tamulpur,tamulpur,140,2022-06-22
South Salmara,south,139183,2022-06-22
South Salmara,mankachar,31024,2022-06-22
Sonitpur,dhekiajuli,21140,2022-06-22
Sonitpur,thelamara,336,2022-06-22
Sonitpur,chariduar,4300,2022-06-22
Sonitpur,tezpur,653,2022-06-22
Sivasagar,sivsagar,487,2022-06-22
Nalbari,tihu,3570,2022-06-22
Nalbari,paschim,47429,2022-06-22
Nalbari,ghograpar,4180,2022-06-22
Nalbari,barbhag,21000,2022-06-22
Nalbari,banekuchi,480,2022-06-22
Nalbari,nalbari,12500,2022-06-22
Nalbari,barkhetri,264577,2022-06-22
Nagaon,nagaon,97767,2022-06-22
Nagaon,kampur,259500,2022-06-22
Nagaon,samaguri,5287,2022-06-22
Nagaon,raha,140715,2022-06-22
Nagaon,kaliabor,181,2022-06-22
Nagaon,rupahi,0,2022-06-22
Nagaon,dhing,0,2022-06-22
Morigaon,mayong,3774,2022-06-22
Morigaon,bhuragaon,39292,2022-06-22
Morigaon,morigaon,68391,2022-06-22
Morigaon,mikirbheta,1862,2022-06-22
Morigaon,laharighat,0,06-22-2022
Bajali,sarupeta,98700,2022-06-22
Bajali,bajali,161000,2022-06-22
Lakhimpur,narayanpur,0,2022-06-22
Lakhimpur,nowboicha,30000,2022-06-22
Lakhimpur,north,2789,2022-06-22
Lakhimpur,subansiri,844,2022-06-22
Lakhimpur,bihpuria,5475,2022-06-22
Lakhimpur,dhakuakhana,734,2022-06-22
Karimganj,nilambazar,62368,06-22-2022
Karimganj,badarpur,42960,2022-06-22
Karimganj,patherkandi,4732,2022-06-22
Karimganj,rk,51140,2022-06-22
Karimganj,karimganj,120071,06-22-2022
Karbi Anglong West,donkamokam,3784,2022-06-22
Kamrup (M),azara,0,06-22-2022
Kamrup (M),chandrapur,0,06-22-2022
Kamrup (M),sonapur,5646,06-22-2022
Kamrup,rangia,48700,2022-06-22
Kamrup,kamalpur,146310,2022-06-22
Kamrup,kayan,38122,2022-06-22
Kamrup,chaygaon,0,2022-06-22
Kamrup,nagarbera,0,2022-06-22
Kamrup,chamaria,0,06-22-2022
Kamrup,hajo,532240,2022-06-22
Kamrup,goroimari,0,06-22-2022
Kamrup,north,21625,06-22-2022
Kamrup,palashbari,2499,2022-06-22
Majuli,majuli,8979,2022-06-22
Majuli,ujani,0,2022-06-22
Hailakandi,algapur,27555,2022-06-22
Hailakandi,hailakandi,13044,2022-06-22
Hailakandi,lala,10800,2022-06-22
Hailakandi,katlicherra,0,2022-06-22
Hojai,hojai,19036,2022-06-22
Hojai,lanka,6832,2022-06-22
Hojai,doboka,27642,2022-06-22
Biswanath,gohpur,0,2022-06-22
Biswanath,halem,0,2022-06-22
Bongaigaon,manikpur,0,2022-06-22
Bongaigaon,srijangram,7570,2022-06-22
Bongaigaon,boitamari,66972,2022-06-22
Cachar,katigorah,89156,2022-06-22
Cachar,lakhipur,20361,06-22-2022
Cachar,silchar,52850,06-22-2022
Cachar,sonai,64200,06-22-2022
Cachar,udharbond,5435,2022-06-22
Chirang,sidli,0,2022-06-22
Chirang,bijni,622,06-22-2022
Chirang,bengtal,1794,06-22-2022
Barpeta,baghbar,310212,06-22-2022
Barpeta,barpeta,145377,06-22-2022
Barpeta,sarthebari,335837,06-22-2022
Barpeta,kalgachia,173378,2022-06-22
Barpeta,barnagar,10103,2022-06-22
Barpeta,chenga,154483,2022-06-22
Dhemaji,jonai,17982,2022-06-22
Dhemaji,sissiborgaon,17078,2022-06-22
Dhemaji,dhemaji,459,2022-06-22
Dhubri,dhubri,63237,2022-06-22
Dhubri,bilasipara,125503,2022-06-22
Dhubri,golakganj,0,2022-06-22
Dhubri,south,265395,2022-06-22
Dhubri,athani,143018,2022-06-22
Dhubri,gauripur,0,06-22-2022
Dhubri,chapar,0,2022-06-22
Dhubri,agamoni,0,2022-06-22
Dibrugarh,chabua,3857,2022-06-22
Goalpara,matia,11286,2022-06-22
Goalpara,lakhipur,140349,2022-06-22
Goalpara,balijana,89160,2022-06-22
Goalpara,rongjuli,0,2022-06-22
Goalpara,dudhnoi,41,2022-06-22
Golaghat,bokakhat,21429,2022-06-22
Golaghat,khumtai,0,2022-06-22
Darrang,dalgaon,77400,2022-06-22
Darrang,patharighat,75359,2022-06-22
Darrang,sipajhar,138210,2022-06-22
Darrang,mangaldoi,125007,2022-06-22
Karbi Anglong West,donkamokam,283,06-23-2022
Karimganj,nilambazar,62318,06-23-2022
Karimganj,rk,51140,06-23-2022
Karimganj,badarpur,43433,2022-06-23
Karimganj,patherkandi,3411,2022-06-23
Karimganj,karimganj,120371,2022-06-23
Lakhimpur,north,3698,06-23-2022
Lakhimpur,nowboicha,23216,2022-06-23
Lakhimpur,bihpuria,0,06-23-2022
Lakhimpur,kadam,0,06-23-2022
Majuli,majuli,2609,2022-06-23
Majuli,ujani,0,06-23-2022
Morigaon,bhuragaon,26751,2022-06-23
Morigaon,morigaon,70023,2022-06-23
Morigaon,mayong,5941,2022-06-23
Morigaon,mikirbheta,3768,2022-06-23
South Salmara,mankachar,37769,2022-06-23
South Salmara,south,139183,06-23-2022
Sonitpur,thelamara,0,2022-06-23
Sonitpur,dhekiajuli,25814,2022-06-23
Sonitpur,tezpur,0,06-23-2022
Tamulpur,goreswar,8722,2022-06-23
Tamulpur,tamulpur,125,2022-06-23
Tinsukia,tinsukia,376,2022-06-23
Tinsukia,doomdooma,1014,2022-06-23
Udalguri,udalguri,0,06-23-2022
Udalguri,harisinga,0,06-23-2022
Udalguri,khairabari,0,2022-06-23
Udalguri,kalaigaon,0,2022-06-23
Udalguri,mazbat,4750,2022-06-23
Kamrup (M),sonapur,4731,2022-06-23
Kamrup (M),chandrapur,0,06-23-2022
Nalbari,ghograpar,4180,06-23-2022
Nalbari,paschim,46329,06-23-2022
Nalbari,barbhag,20300,06-23-2022
Nalbari,tihu,1622,06-23-2022
Nalbari,barkhetri,269330,06-23-2022
Nalbari,nalbari,10300,06-23-2022
Kamrup,rangia,25850,06-23-2022
Kamrup,hajo,164733,2022-06-23
Kamrup,chaygaon,0,2022-06-23
Kamrup,nagarbera,0,2022-06-23
Kamrup,kayan,25857,2022-06-23
Kamrup,chamaria,0,2022-06-23
Kamrup,goroimari,0,2022-06-23
Kamrup,kamalpur,188602,06-23-2022
Kamrup,palashbari,2499,06-23-2022
Kamrup,north,21625,06-23-2022
Nagaon,nagaon,99155,06-23-2022
Nagaon,kampur,259500,2022-06-23
Nagaon,raha,142645,2022-06-23
Nagaon,samaguri,2008,2022-06-23
Nagaon,dhing,0,2022-06-23
Nagaon,rupahi,0,2022-06-23
Hailakandi,algapur,41255,2022-06-23
Hailakandi,hailakandi,7177,2022-06-23
Hailakandi,katlicherra,0,2022-06-23
Hailakandi,lala,9500,2022-06-23
Hojai,hojai,7436,2022-06-23
Hojai,doboka,18154,2022-06-23
Hojai,lanka,5117,2022-06-23
Bajali,sarupeta,69580,2022-06-23
Bajali,bajali,161000,2022-06-23
Baksa,baska,0,2022-06-23
Baksa,barama,0,2022-06-23
Baksa,barnagar,20479,06-23-2022
Barpeta,barpeta,145377,2022-06-23
Barpeta,baghbar,299349,06-23-2022
Barpeta,chenga,150025,2022-06-23
Barpeta,barnagar,13792,2022-06-23
Barpeta,sarthebari,250640,2022-06-23
Barpeta,kalgachia,173378,06-23-2022
Bongaigaon,boitamari,22385,2022-06-23
Bongaigaon,manikpur,0,2022-06-23
Bongaigaon,srijangram,3918,2022-06-23
Cachar,katigorah,89156,2022-06-23
Cachar,silchar,89156,2022-06-23
Cachar,sonai,68100,06-23-2022
Cachar,lakhipur,20361,2022-06-23
Cachar,udharbond,5740,2022-06-23
Chirang,bijni,561,2022-06-23
Chirang,bengtal,257,06-23-2022
Biswanath,halem,0,2022-06-23
Biswanath,gohpur,0,2022-06-23
Dhemaji,jonai,15459,2022-06-23
Dhemaji,sissiborgaon,6339,2022-06-23
Dhemaji,dhemaji,2262,2022-06-23
Dhubri,bilasipara,77203,2022-06-23
Dhubri,dhubri,40824,2022-06-23
Dhubri,south,265395,2022-06-23
Dhubri,athani,15333,2022-06-23
Dhubri,golakganj,0,2022-06-23
Dhubri,gauripur,0,2022-06-23
Dhubri,agamoni,1190,2022-06-23
Dhubri,chapar,0,2022-06-23
Dibrugarh,chabua,3857,2022-06-23
Dibrugarh,dibrugarh,0,2022-06-23
Goalpara,matia,9211,06-23-2022
Goalpara,lakhipur,98230,2022-06-23
Goalpara,balijana,72569,2022-06-23
Goalpara,rongjuli,0,2022-06-23
Golaghat,bokakhat,16798,2022-06-23
Golaghat,khumtai,0,2022-06-23
Darrang,mangaldoi,112301,06-23-2022
Darrang,sipajhar,138210,06-23-2022
Darrang,dalgaon,2725,2022-06-23
Darrang,patharighat,60268,2022-06-23
Darrang,sipajhar,59152,06-24-2022
Darrang,patharighat,29572,2022-06-24
Darrang,mangaldoi,80600,2022-06-24
Darrang,dalgaon,1427,2022-06-24
Kamrup (M),sonapur,1951,2022-06-24
Kamrup (M),chandrapur,0,2022-06-24
Dhemaji,jonai,15459,06-24-2022
Dhemaji,sissiborgaon,13488,2022-06-24
Dhemaji,gogamukh,6453,06-24-2022
Dhemaji,dhemaji,4968,06-24-2022
Dhubri,bilasipara,42941,06-24-2022
Dhubri,dhubri,12423,2022-06-24
Dhubri,gauripur,0,2022-06-24
Dhubri,athani,0,2022-06-24
Dhubri,south,129320,2022-06-24
Dhubri,agamoni,0,06-24-2022
Goalpara,matia,4849,06-24-2022
Goalpara,lakhipur,78109,06-24-2022
Goalpara,balijana,49140,06-24-2022
Goalpara,rongjuli,0,06-24-2022
Golaghat,bokakhat,7753,2022-06-24
Golaghat,khumtai,0,2022-06-24
Hojai,hojai,2841,06-24-2022
Hojai,doboka,4860,2022-06-24
Hojai,lanka,2060,2022-06-24
Kamrup,rangia,12269,2022-06-24
Kamrup,hajo,166700,06-24-2022
Kamrup,chamaria,0,2022-06-24
Kamrup,chaygaon,0,2022-06-24
Kamrup,kamalpur,188602,2022-06-24
Kamrup,nagarbera,0,06-24-2022
Kamrup,goroimari,0,2022-06-24
Kamrup,kayan,10628,2022-06-24
Kamrup,palashbari,0,2022-06-24
Kamrup,north,23313,2022-06-24
Karbi Anglong West,donkamokam,1515,2022-06-24
Sonitpur,thelamara,0,2022-06-24
Sonitpur,dhekiajuli,16068,2022-06-24
Sonitpur,tezpur,0,06-24-2022
Lakhimpur,north,3922,06-24-2022
Lakhimpur,nowboicha,14125,2022-06-24
Lakhimpur,bihpuria,0,2022-06-24
Lakhimpur,subansiri,334,06-24-2022
Majuli,ujani,0,06-24-2022
Majuli,majuli,0,2022-06-24
Morigaon,bhuragaon,10700,2022-06-24
Morigaon,morigaon,70742,2022-06-24
Morigaon,mikirbheta,6784,06-24-2022
Morigaon,mayong,5941,06-24-2022
Nagaon,kampur,259500,2022-06-24
Nagaon,nagaon,101991,2022-06-24
Nagaon,raha,146051,2022-06-24
Nagaon,samaguri,933,06-24-2022
Nagaon,dhing,0,2022-06-24
Nagaon,rupahi,0,06-24-2022
Nalbari,paschim,39518,06-24-2022
Nalbari,barbhag,13063,06-24-2022
Nalbari,tihu,2202,2022-06-24
Nalbari,barkhetri,50184,2022-06-24
Nalbari,nalbari,2450,2022-06-24
Chirang,bijni,543,2022-06-24
South Salmara,mankachar,30565,2022-06-24
South Salmara,south,103940,2022-06-24
Tamulpur,tamulpur,25,06-24-2022
Udalguri,khairabari,0,2022-06-24
Udalguri,harisinga,0,2022-06-24
Udalguri,udalguri,1048,2022-06-24
Udalguri,kalaigaon,0,2022-06-24
Udalguri,mazbat,43,2022-06-24
Karimganj,rk,51140,2022-06-24
Karimganj,badarpur,44571,2022-06-24
Karimganj,nilambazar,62318,2022-06-24
Karimganj,patherkandi,1627,06-24-2022
Karimganj,karimganj,56755,2022-06-24
Cachar,katigorah,96130,2022-06-24
Cachar,lakhipur,15455,06-24-2022
Cachar,silchar,91050,2022-06-24
Cachar,sonai,68270,2022-06-24
Cachar,udharbond,5440,2022-06-24
Hailakandi,katlicherra,0,06-24-2022
Hailakandi,lala,110,06-24-2022
Hailakandi,algapur,18518,2022-06-24
Hailakandi,hailakandi,8560,2022-06-24
Biswanath,halem,0,2022-06-24
Barpeta,barpeta,95034,2022-06-24
Barpeta,baghbar,261212,2022-06-24
Barpeta,barnagar,13792,2022-06-24
Barpeta,kalgachia,111563,06-24-2022
Barpeta,chenga,144601,2022-06-24
Barpeta,sarthebari,250640,06-24-2022
Baksa,baska,0,06-24-2022
Baksa,barnagar,16874,06-24-2022
Baksa,baganpara,9042,2022-06-24
Baksa,jalah,0,2022-06-24
Bajali,sarupeta,20040,2022-06-24
Bajali,bajali,29362,06-24-2022
Bongaigaon,manikpur,0,06-24-2022
Bongaigaon,srijangram,147,2022-06-24
Biswanath,halem,0,2022-06-25
Cachar,lakhipur,12455,2022-06-25
Cachar,katigorah,96131,2022-06-25
Cachar,udharbond,4350,2022-06-25
Cachar,sonai,68270,06-25-2022
Cachar,silchar,96689,2022-06-25
Chirang,bijni,543,2022-06-25
Darrang,dalgaon,0,2022-06-25
Darrang,patharighat,21698,2022-06-25
Darrang,sipajhar,61459,2022-06-25
Darrang,mangaldoi,72923,06-25-2022
Dhemaji,jonai,3158,2022-06-25
Dhemaji,sissiborgaon,8593,2022-06-25
Dhemaji,gogamukh,6453,06-25-2022
Dhemaji,dhemaji,2513,06-25-2022
Dhubri,south,52542,06-25-2022
Dhubri,bilasipara,0,2022-06-25
Dhubri,dhubri,0,2022-06-25
Dhubri,athani,0,2022-06-25
Goalpara,lakhipur,57898,2022-06-25
Goalpara,matia,2820,2022-06-25
Goalpara,balijana,39453,2022-06-25
Goalpara,rongjuli,0,2022-06-25
Golaghat,bokakhat,3926,2022-06-25
Golaghat,khumtai,0,2022-06-25
Hailakandi,algapur,0,2022-06-25
Hailakandi,hailakandi,4963,2022-06-25
Hailakandi,lala,1110,2022-06-25
Hojai,doboka,3042,06-25-2022
Hojai,hojai,1391,2022-06-25
Hojai,lanka,599,2022-06-25
Kamrup (M),chandrapur,0,2022-06-25
Kamrup (M),sonapur,944,2022-06-25
Karbi Anglong West,donkamokam,1756,2022-06-25
Karimganj,rk,51140,06-25-2022
Karimganj,nilambazar,47324,06-25-2022
Karimganj,badarpur,39977,06-25-2022
Karimganj,patherkandi,494,06-25-2022
Karimganj,karimganj,56755,2022-06-25
Lakhimpur,nowboicha,10430,2022-06-25
Lakhimpur,subansiri,2519,2022-06-25
Lakhimpur,bihpuria,0,2022-06-25
Morigaon,mikirbheta,8940,06-25-2022
Morigaon,mayong,5941,2022-06-25
Morigaon,bhuragaon,5350,2022-06-25
Morigaon,morigaon,70742,2022-06-25
Nagaon,kampur,258000,06-25-2022
Nagaon,nagaon,102141,2022-06-25
Nagaon,raha,151494,2022-06-25
Nagaon,dhing,0,06-25-2022
Nalbari,paschim,22199,06-25-2022
Nalbari,tihu,1245,2022-06-25
Nalbari,barbhag,10453,06-25-2022
Nalbari,nalbari,2800,2022-06-25
Sonitpur,thelamara,0,2022-06-25
Sonitpur,dhekiajuli,4366,2022-06-25
South Salmara,south,31910,2022-06-25
South Salmara,mankachar,16181,2022-06-25
Tamulpur,goreswar,5106,06-25-2022
Tamulpur,tamulpur,25,06-25-2022
Kamrup,hajo,168600,06-25-2022
Kamrup,rangia,6531,06-25-2022
Kamrup,nagarbera,0,06-25-2022
Kamrup,chamaria,0,06-25-2022
Kamrup,chaygaon,0,06-25-2022
Kamrup,kamalpur,867,06-25-2022
Kamrup,palashbari,0,06-25-2022
Kamrup,north,20211,06-25-2022
Kamrup,kayan,950,06-25-2022
Barpeta,barpeta,83772,06-25-2022
Barpeta,barnagar,9375,06-25-2022
Barpeta,baghbar,226212,06-25-2022
Barpeta,kalgachia,49402,06-25-2022
Barpeta,chenga,130558,06-25-2022
Barpeta,sarthebari,250640,2022-06-25
Bajali,sarupeta,167,2022-06-25
Bajali,bajali,14057,2022-06-25
Udalguri,kalaigaon,0,2022-06-25
Udalguri,harisinga,0,2022-06-25
Udalguri,khairabari,0,2022-06-25
Udalguri,mazbat,934,2022-06-25
Baksa,baska,0,2022-06-25
Baksa,barnagar,15442,2022-06-25
Baksa,barama,0,06-25-2022
Baksa,baganpara,2060,06-25-2022
Baksa,baska,0,2022-06-26
Baksa,barnagar,12520,2022-06-26
Chirang,bijni,543,06-26-2022
Darrang,dalgaon,0,2022-06-26
Darrang,mangaldoi,24739,2022-06-26
Darrang,patharighat,10344,06-26-2022
Darrang,sipajhar,58345,2022-06-26
Dhemaji,jonai,0,06-26-2022
Dhemaji,sissiborgaon,8737,06-26-2022
Dhemaji,gogamukh,6453,06-26-2022
Dhemaji,dhemaji,289,06-26-2022
Dhubri,gauripur,0,2022-06-26
Dhubri,dhubri,0,2022-06-26
Dhubri,south,13978,2022-06-26
Dhubri,bilasipara,0,2022-06-26
Dhubri,athani,0,06-26-2022
Dibrugarh,dibrugarh,380,2022-06-26
Nalbari,paschim,22199,06-26-2022
Nalbari,barbhag,8956,2022-06-26
Nalbari,tihu,418,06-26-2022
Nagaon,raha,151988,06-26-2022
Nagaon,nagaon,102790,06-26-2022
Nagaon,kampur,258000,06-26-2022
Morigaon,mikirbheta,10448,2022-06-26
Morigaon,mayong,5941,2022-06-26
Morigaon,morigaon,70742,2022-06-26
Morigaon,bhuragaon,2446,2022-06-26
Lakhimpur,north,385,2022-06-26
Lakhimpur,nowboicha,10430,2022-06-26
Lakhimpur,bihpuria,0,06-26-2022
Lakhimpur,subansiri,1885,06-26-2022
Karimganj,badarpur,35711,06-26-2022
Karimganj,nilambazar,40651,06-26-2022
Karimganj,patherkandi,305,2022-06-26
Karimganj,rk,39140,2022-06-26
Karimganj,karimganj,39544,2022-06-26
Kamrup,chamaria,0,2022-06-26
Kamrup,hajo,179600,2022-06-26
Kamrup,kamalpur,253,06-26-2022
Kamrup,chaygaon,0,06-26-2022
Kamrup,rangia,6531,2022-06-26
Kamrup,kayan,50,2022-06-26
Kamrup,palashbari,0,2022-06-26
Kamrup,north,13072,2022-06-26
Kamrup (M),chandrapur,0,2022-06-26
Kamrup (M),sonapur,1320,06-26-2022
Golaghat,bokakhat,2318,06-26-2022
Golaghat,khumtai,0,06-26-2022
Goalpara,matia,0,2022-06-26
Goalpara,rongjuli,0,2022-06-26
Goalpara,lakhipur,20723,2022-06-26
Goalpara,balijana,11341,2022-06-26
Hailakandi,hailakandi,1324,06-26-2022
Hailakandi,lala,0,06-26-2022
Hailakandi,algapur,41649,2022-06-26
Cachar,silchar,96972,2022-06-26
Cachar,sonai,68500,2022-06-26
Cachar,katigorah,96131,2022-06-26
Cachar,udharbond,3500,2022-06-26
Cachar,lakhipur,12055,2022-06-26
Biswanath,halem,0,06-26-2022
Barpeta,barpeta,83722,2022-06-26
Barpeta,barnagar,8011,2022-06-26
Barpeta,kalgachia,23102,2022-06-26
Barpeta,baghbar,205912,2022-06-26
Barpeta,sarthebari,250640,06-26-2022
Barpeta,chenga,124230,2022-06-26
Hojai,lanka,0,2022-06-26
Hojai,hojai,555,2022-06-26
Hojai,doboka,0,2022-06-26
Karbi Anglong West,donkamokam,1577,2022-06-26
Bajali,sarupeta,53,2022-06-26
Bajali,bajali,2762,06-26-2022
Udalguri,kalaigaon,0,2022-06-26
Udalguri,harisinga,0,2022-06-26
Udalguri,udalguri,309,06-26-2022
Udalguri,khairabari,0,06-26-2022
Udalguri,mazbat,934,06-26-2022
Tamulpur,goreswar,2844,2022-06-26
South Salmara,south,4861,2022-06-26
South Salmara,mankachar,15444,2022-06-26
Sonitpur,dhekiajuli,2975,2022-06-26
Nalbari,paschim,18358,2022-06-27
Nalbari,barbhag,8956,06-27-2022
Goalpara,matia,0,2022-06-27
Goalpara,balijana,7504,2022-06-27
Goalpara,lakhipur,8325,2022-06-27
Dhemaji,sissiborgaon,9305,2022-06-27
Dhemaji,jonai,1139,2022-06-27
Dhemaji,dhemaji,527,06-27-2022
Darrang,dalgaon,0,06-27-2022
Darrang,sipajhar,20186,06-27-2022
Darrang,patharighat,10344,2022-06-27
Darrang,mangaldoi,24739,2022-06-27
Chirang,sidli,226,2022-06-27
Chirang,bijni,593,2022-06-27
Chirang,bengtal,249,2022-06-27
Cachar,sonai,92400,2022-06-27
Cachar,udharbond,3300,2022-06-27
Cachar,silchar,205002,2022-06-27
Cachar,lakhipur,22022,2022-06-27
Cachar,katigorah,154441,2022-06-27
Bajali,sarupeta,55,2022-06-27
Bajali,bajali,2545,06-27-2022
Baksa,barnagar,10392,2022-06-27
Baksa,jalah,0,2022-06-27
Barpeta,baghbar,190527,06-27-2022
Barpeta,sarthebari,250640,06-27-2022
Barpeta,barpeta,53631,2022-06-27
Barpeta,chenga,91352,06-27-2022
Barpeta,kalgachia,23102,2022-06-27
Barpeta,barnagar,5698,2022-06-27
Tamulpur,goreswar,2844,2022-06-27
Lakhimpur,bihpuria,0,2022-06-27
Lakhimpur,subansiri,0,2022-06-27
Lakhimpur,nowboicha,4830,2022-06-27
Lakhimpur,dhakuakhana,10,06-27-2022
Karimganj,nilambazar,21516,2022-06-27
Karimganj,badarpur,30589,2022-06-27
Karimganj,rk,39140,06-27-2022
Karimganj,patherkandi,190,06-27-2022
