District,RevenueCircle,Crop Area Affected (Hectares),Date
Barpeta,barnagar,349,2022-06-27
Tamulpur,goreswar,0,2022-06-27
Lakhimpur,bihpuria,0,2022-06-27
Lakhimpur,subansiri,0,06-27-2022
Lakhimpur,nowboicha,0,06-27-2022
Lakhimpur,dhakuakhana,0,06-27-2022
Karimganj,nilambazar,0,06-27-2022
Karimganj,badarpur,0,2022-06-27
Karimganj,rk,3500,06-27-2022
Karimganj,patherkandi,0,06-27-2022
Karimganj,karimganj,0,06-27-2022
Udalguri,udalguri,0,06-27-2022
Udalguri,kalaigaon,0,2022-06-27
Udalguri,harisinga,0,2022-06-27
Udalguri,khairabari,0,06-27-2022
Kamrup (M),chandrapur,80,06-27-2022
Kamrup (M),sonapur,726.5,2022-06-27
Kamrup,rangia,110.5,2022-06-27
Kamrup,hajo,790,2022-06-27
Kamrup,chamaria,72.2,2022-06-27
Kamrup,kamalpur,1045,2022-06-27
Kamrup,kayan,344.5,2022-06-27
Kamrup,north,80,2022-06-27
Hailakandi,algapur,0,06-27-2022
Hailakandi,hailakandi,0,06-27-2022
Hailakandi,lala,0,06-27-2022
Golaghat,bokakhat,40,06-27-2022
Golaghat,khumtai,13,2022-06-27
Sonitpur,dhekiajuli,299,2022-06-27
Nagaon,nagaon,504,2022-06-27
Nagaon,kampur,8250,2022-06-27
Nagaon,raha,9999.14,06-27-2022
Morigaon,mikirbheta,692,06-27-2022
Morigaon,bhuragaon,558,06-27-2022
Morigaon,mayong,8620,06-27-2022
Morigaon,morigaon,2200,2022-06-27
Kamrup (M),chandrapur,40,2022-06-28
Kamrup (M),sonapur,726.5,2022-06-28
Kamrup,rangia,95,2022-06-28
Kamrup,chamaria,69.5,06-28-2022
Kamrup,kamalpur,0,2022-06-28
Kamrup,hajo,480,06-28-2022
Kamrup,north,21,06-28-2022
Kamrup,kayan,344.5,2022-06-28
Hojai,hojai,54,2022-06-28
Hailakandi,lala,0,2022-06-28
Hailakandi,hailakandi,0,2022-06-28
Hailakandi,katlicherra,0,06-28-2022
Hailakandi,algapur,0,2022-06-28
Golaghat,bokakhat,40,2022-06-28
Golaghat,khumtai,13,2022-06-28
Goalpara,balijana,98,2022-06-28
Goalpara,lakhipur,0,2022-06-28
Dibrugarh,chabua,3,06-28-2022
Dibrugarh,moran,4,06-28-2022
Lakhimpur,subansiri,739.4,06-28-2022
Lakhimpur,north,0,06-28-2022
Lakhimpur,nowboicha,0,06-28-2022
Lakhimpur,narayanpur,38,06-28-2022
Lakhimpur,dhakuakhana,55,06-28-2022
Lakhimpur,bihpuria,68.95,06-28-2022
Lakhimpur,kadam,71.25,06-28-2022
Dhemaji,sissiborgaon,975,06-28-2022
Dhemaji,jonai,4180.5,2022-06-28
Dhemaji,dhemaji,34,2022-06-28
Nagaon,nagaon,500,2022-06-28
Nagaon,raha,9999.62,2022-06-28
Nagaon,kampur,8250,2022-06-28
Nalbari,paschim,554,2022-06-28
Nalbari,barbhag,139,06-28-2022
Sonitpur,dhekiajuli,226,2022-06-28
Tamulpur,goreswar,0,2022-06-28
Tinsukia,doomdooma,7,2022-06-28
Udalguri,udalguri,0,2022-06-28
Udalguri,harisinga,0,2022-06-28
Udalguri,khairabari,0,2022-06-28
Udalguri,kalaigaon,0,2022-06-28
Karimganj,nilambazar,0,2022-06-28
Karimganj,rk,0,2022-06-28
Karimganj,badarpur,0,2022-06-28
Karimganj,patherkandi,0,2022-06-28
Karimganj,karimganj,0,2022-06-28
Darrang,mangaldoi,3418,2022-06-28
Darrang,dalgaon,0,2022-06-28
Darrang,sipajhar,1615,2022-06-28
Darrang,patharighat,0,2022-06-28
Morigaon,mikirbheta,692,2022-06-28
Morigaon,mayong,7326,2022-06-28
Morigaon,bhuragaon,558,2022-06-28
Morigaon,morigaon,2250,2022-06-28
Cachar,katigorah,2718.74,2022-06-28
Cachar,sonai,2915,2022-06-28
Cachar,udharbond,1049.26,2022-06-28
Cachar,silchar,1922,2022-06-28
Cachar,lakhipur,2025,2022-06-28
Chirang,bijni,2444.9,2022-06-28
Chirang,sidli,0,2022-06-28
Chirang,bengtal,0,2022-06-28
Biswanath,halem,1083,2022-06-28
Biswanath,gohpur,785,2022-06-28
Biswanath,biswanath,10,2022-06-28
Barpeta,barpeta,650,2022-06-28
Barpeta,baghbar,18983,2022-06-28
Barpeta,kalgachia,1623,2022-06-28
Barpeta,chenga,3348.5,2022-06-28
Barpeta,sarthebari,2080,2022-06-28
Baksa,baska,0,2022-06-28
Bajali,sarupeta,115,2022-06-28
Bajali,bajali,0,2022-06-28
Bongaigaon,manikpur,236,2022-06-28
Bongaigaon,srijangram,0,2022-06-28
Chirang,bijni,2444.9,2022-06-29
Chirang,bengtal,0,2022-06-29
Karimganj,nilambazar,0,2022-06-29
Karimganj,badarpur,0,2022-06-29
Karimganj,rk,0,2022-06-29
Karimganj,patherkandi,0,2022-06-29
Karimganj,karimganj,0,2022-06-29
Kamrup (M),chandrapur,0,2022-06-29
Kamrup (M),dispur,0,2022-06-29
Kamrup (M),sonapur,726.5,2022-06-29
Udalguri,udalguri,0,2022-06-29
Udalguri,harisinga,0,06-29-2022
Udalguri,khairabari,0,2022-06-29
Udalguri,kalaigaon,0,06-29-2022
Kamrup,rangia,95,06-29-2022
Kamrup,hajo,426,06-29-2022
Kamrup,chamaria,52.8,06-29-2022
Kamrup,nagarbera,180,06-29-2022
Kamrup,kayan,39,2022-06-29
Kamrup,north,21,2022-06-29
Hojai,lanka,158,06-29-2022
Hojai,hojai,43,2022-06-29
Hailakandi,lala,0,2022-06-29
Hailakandi,katlicherra,0,06-29-2022
Hailakandi,algapur,0,2022-06-29
Hailakandi,hailakandi,0,06-29-2022
Golaghat,bokakhat,50,2022-06-29
Golaghat,khumtai,13,2022-06-29
Bajali,sarupeta,857,2022-06-29
Bajali,bajali,0,2022-06-29
Barpeta,barpeta,650,2022-06-29
Barpeta,baghbar,18983,2022-06-29
Barpeta,chenga,3348.5,2022-06-29
Barpeta,kalgachia,1623,2022-06-29
Barpeta,sarthebari,2080,2022-06-29
Biswanath,biswanath,11,2022-06-29
Biswanath,halem,1178,06-29-2022
Biswanath,gohpur,498,2022-06-29
Lakhimpur,narayanpur,346.5,2022-06-29
Lakhimpur,nowboicha,2.3,2022-06-29
Lakhimpur,north,0,2022-06-29
Lakhimpur,bihpuria,75.65,06-29-2022
Lakhimpur,dhakuakhana,55,06-29-2022
Lakhimpur,subansiri,955,06-29-2022
Lakhimpur,kadam,45.25,06-29-2022
Goalpara,balijana,98,06-29-2022
Goalpara,lakhipur,0,2022-06-29
Dibrugarh,chabua,3,06-29-2022
Dibrugarh,moran,4,06-29-2022
Dhubri,golakganj,0,06-29-2022
Dhubri,dhubri,0,2022-06-29
Dhubri,gauripur,0,2022-06-29
Dhubri,bilasipara,0,2022-06-29
Dhubri,chapar,15,2022-06-29
Dhubri,agamoni,0,2022-06-29
Dhubri,athani,0,2022-06-29
Dhemaji,sissiborgaon,1738.62,2022-06-29
Dhemaji,gogamukh,70,2022-06-29
Dhemaji,jonai,5341.7,2022-06-29
Dhemaji,dhemaji,66,2022-06-29
Darrang,mangaldoi,3418,2022-06-29
Darrang,patharighat,1500,2022-06-29
Darrang,sipajhar,1615,2022-06-29
Darrang,dalgaon,0,2022-06-29
Cachar,silchar,1922,2022-06-29
Cachar,lakhipur,2025,2022-06-29
Cachar,sonai,2915,2022-06-29
Cachar,katigorah,2718.74,2022-06-29
Cachar,udharbond,1049.26,2022-06-29
Tamulpur,goreswar,0,2022-06-29
Tamulpur,tamulpur,525,06-29-2022
Tinsukia,sadiya,16,2022-06-29
Tinsukia,tinsukia,64.5,2022-06-29
Tinsukia,doomdooma,272.5,2022-06-29
Nalbari,paschim,554,2022-06-29
Nalbari,barbhag,139,2022-06-29
Majuli,majuli,53.93,2022-06-29
Majuli,ujani,17.41,2022-06-29
Morigaon,mikirbheta,826.5,2022-06-29
Morigaon,mayong,7326,2022-06-29
Morigaon,morigaon,2600,2022-06-29
Morigaon,bhuragaon,558,2022-06-29
Nagaon,kampur,8250,2022-06-29
Nagaon,nagaon,504,2022-06-29
Nagaon,raha,9999.7,2022-06-29
Nagaon,samaguri,4,2022-06-29
Sonitpur,dhekiajuli,182,2022-06-29
Kamrup (M),chandrapur,0,06-30-2022
Kamrup (M),sonapur,726.5,06-30-2022
Darrang,dalgaon,0,2022-06-30
Darrang,patharighat,1500,2022-06-30
Darrang,mangaldoi,3418,2022-06-30
Darrang,sipajhar,1592,2022-06-30
Kamrup,nagarbera,183,2022-06-30
Kamrup,chamaria,52.2,2022-06-30
Kamrup,hajo,356,2022-06-30
Kamrup,kayan,37,2022-06-30
Kamrup,north,21,2022-06-30
Tinsukia,sadiya,16,2022-06-30
Tinsukia,doomdooma,269.16,2022-06-30
Tinsukia,tinsukia,63.5,2022-06-30
Tamulpur,goreswar,0,2022-06-30
Sonitpur,dhekiajuli,221,2022-06-30
Goalpara,lakhipur,0,06-30-2022
Goalpara,balijana,39,06-30-2022
Hojai,hojai,28,06-30-2022
Hojai,lanka,158,06-30-2022
Barpeta,sarthebari,614,06-30-2022
Barpeta,barpeta,650,06-30-2022
Barpeta,baghbar,10183,06-30-2022
Barpeta,chenga,3348,06-30-2022
Barpeta,kalgachia,1623,06-30-2022
Bajali,sarupeta,671,6-30-2022
Bajali,bajali,0,6-30-2022
Dibrugarh,chabua,7.6,2022-06-30
Dibrugarh,tingkhong,4.2,2022-06-30
Dibrugarh,moran,30,2022-06-30
Dibrugarh,tengakhat,22,2022-06-30
Dibrugarh,dibrugarh,0,2022-06-30
Dibrugarh,naharkatia,14.03,2022-06-30
Dhemaji,sissiborgaon,1512,2022-06-30
Dhemaji,gogamukh,71,2022-06-30
Dhemaji,jonai,6440.8,2022-06-30
Dhemaji,dhemaji,30,2022-06-30
Lakhimpur,subansiri,884.9,06-30-2022
Lakhimpur,north,0,2022-06-30
Lakhimpur,nowboicha,2.3,2022-06-30
Lakhimpur,narayanpur,704,2022-06-30
Lakhimpur,dhakuakhana,239,06-30-2022
Lakhimpur,bihpuria,76.15,06-30-2022
Lakhimpur,kadam,41.75,2022-06-30
Majuli,majuli,90.61,2022-06-30
Majuli,ujani,17.69,06-30-2022
Morigaon,mikirbheta,826.5,06-30-2022
Morigaon,bhuragaon,782,06-30-2022
Morigaon,morigaon,3400,06-30-2022
Morigaon,mayong,4368,06-30-2022
Udalguri,udalguri,0,2022-06-30
Udalguri,harisinga,0,06-30-2022
Udalguri,kalaigaon,0,2022-06-30
Golaghat,bokakhat,62.7,2022-06-30
Golaghat,khumtai,13,2022-06-30
Hailakandi,algapur,0,2022-06-30
Hailakandi,lala,0,2022-06-30
Hailakandi,katlicherra,0,2022-06-30
Hailakandi,hailakandi,0,2022-06-30
Chirang,bengtal,0,2022-06-30
Chirang,bijni,0,2022-06-30
Cachar,udharbond,1049.26,2022-06-30
Cachar,silchar,1922,2022-06-30
Cachar,katigorah,1959,2022-06-30
Cachar,sonai,2915,2022-06-30
Cachar,lakhipur,2025,2022-06-30
Biswanath,gohpur,712,2022-06-30
Biswanath,halem,1310,2022-06-30
Biswanath,biswanath,8,2022-06-30
Nalbari,paschim,0,2022-06-30
Nalbari,barbhag,139,2022-06-30
Nagaon,nagaon,404,06-30-2022
Nagaon,kaliabor,9,06-30-2022
Nagaon,samaguri,4,06-30-2022
Nagaon,raha,9999.7,06-30-2022
Nagaon,kampur,8250,2022-06-30
Karimganj,nilambazar,0,2022-06-30
Karimganj,rk,0,2022-06-30
Karimganj,badarpur,0,2022-06-30
Karimganj,karimganj,0,2022-06-30
Majuli,majuli,55,2022-01-07
Majuli,ujani,19.8,2022-01-07
Biswanath,gohpur,366,2022-01-07
Biswanath,halem,366,2022-01-07
Barpeta,barpeta,650,2022-01-07
Barpeta,baghbar,2712,2022-01-07
Barpeta,sarthebari,432,2022-01-07
Barpeta,kalgachia,1301.5,2022-01-07
Barpeta,chenga,3348,2022-01-07
Hailakandi,lala,0,2022-01-07
Hailakandi,algapur,249,2022-01-07
Hailakandi,katlicherra,0,2022-01-07
Hailakandi,hailakandi,112,2022-01-07
Cachar,sonai,2915,2022-01-07
Cachar,katigorah,1959,1-7-2022
Cachar,silchar,1922,01-07-2022
Cachar,lakhipur,2025,01-07-2022
Cachar,udharbond,1049.26,01-07-2022
Baksa,jalah,614,01-07-2022
Bajali,sarupeta,35,2022-01-07
Bajali,bajali,0,2022-01-07
Hojai,lanka,158,2022-01-07
Hojai,hojai,21,2022-01-07
Kamrup,nagarbera,185,2022-01-07
Kamrup,chamaria,25.7,2022-01-07
Kamrup,hajo,100,2022-01-07
Kamrup,kayan,30,2022-01-07
Kamrup,north,30,2022-01-07
Golaghat,bokakhat,70,2022-01-07
Golaghat,khumtai,22,2022-01-07
Chirang,bijni,0,2022-01-07
Chirang,bengtal,0,2022-01-07
Dibrugarh,chabua,41,2022-01-07
Dibrugarh,tingkhong,28.13,2022-01-07
Dibrugarh,dibrugarh,0,2022-01-07
Dibrugarh,tengakhat,57,2022-01-07
Dibrugarh,naharkatia,262.37,2022-01-07
Dibrugarh,moran,77.59,2022-01-07
Dibrugarh,dibrugarh,64,2022-01-07
Lakhimpur,narayanpur,704,2022-01-07
Lakhimpur,nowboicha,0,2022-01-07
Lakhimpur,subansiri,658.8,2022-01-07
Lakhimpur,north,0,2022-01-07
Lakhimpur,dhakuakhana,336,2022-01-07
Lakhimpur,bihpuria,0,2022-01-07
Lakhimpur,kadam,51,2022-01-07
Dhemaji,gogamukh,0,2022-01-07
Dhemaji,jonai,6319.4,2022-01-07
Dhemaji,sissiborgaon,1254,2022-01-07
Dhemaji,dhemaji,18,2022-01-07
Darrang,sipajhar,0,2022-01-07
Darrang,mangaldoi,3418,2022-01-07
Darrang,dalgaon,0,2022-01-07
Darrang,patharighat,1500,2022-01-07
Kamrup (M),sonapur,812.5,2022-01-07
Kamrup (M),chandrapur,0,2022-01-07
Karbi Anglong West,donkamokam,100,01-07-2022
Udalguri,khairabari,0,01-07-2022
Udalguri,harisinga,0,01-07-2022
Udalguri,kalaigaon,0,01-07-2022
Udalguri,udalguri,0,2022-01-07
Tinsukia,sadiya,0,2022-01-07
Tinsukia,tinsukia,253.5,2022-01-07
Tinsukia,doomdooma,135,2022-01-07
Tamulpur,goreswar,0,01-07-2022
Sonitpur,dhekiajuli,237.6,01-07-2022
Sonitpur,thelamara,5,01-07-2022
Sonitpur,chariduar,47.3,01-07-2022
Sonitpur,tezpur,12,01-07-2022
Karimganj,nilambazar,0,2022-01-07
Karimganj,badarpur,0,2022-01-07
Karimganj,rk,0,01-07-2022
Karimganj,patherkandi,0,01-07-2022
Karimganj,karimganj,41,2022-01-07
Nalbari,paschim,0,2022-01-07
Nalbari,barbhag,139,2022-01-07
Nagaon,kampur,7191,2022-01-07
Nagaon,raha,9999.7,2022-01-07
Nagaon,kaliabor,12,2022-01-07
Nagaon,nagaon,404,2022-01-07
Nagaon,samaguri,129,2022-01-07
Nagaon,rupahi,138,2022-01-07
Morigaon,morigaon,3400,2022-01-07
Morigaon,mikirbheta,1344.5,2022-01-07
Morigaon,bhuragaon,925,2022-01-07
Morigaon,mayong,2362,2022-01-07
Goalpara,lakhipur,0,2022-01-07
Goalpara,balijana,39,2022-01-07
Sivasagar,sivsagar,2,2022-01-07
Sivasagar,demow,24.1,2022-01-07
Cachar,udharbond,0,2022-02-07
Cachar,silchar,0,2022-02-07
Cachar,sonai,0,2022-02-07
Cachar,lakhipur,0,2022-02-07
Cachar,katigorah,0,2022-02-07
Barpeta,barpeta,8825.5,2022-02-07
Barpeta,baghbar,2712,2022-02-07
Barpeta,kalgachia,1301.5,2022-02-07
Barpeta,chenga,1319,2022-02-07
Barpeta,sarthebari,14,2022-02-07
Biswanath,gohpur,109,2022-02-07
Biswanath,halem,95,2022-02-07
Biswanath,biswanath,3,2022-02-07
Charaideo,sonari,0,2022-02-07
Chirang,bijni,0,2022-02-07
Darrang,dalgaon,0,02-07-2022
Darrang,mangaldoi,3418,02-07-2022
Darrang,patharighat,1500,02-07-2022
Darrang,sipajhar,1583,02-07-2022
Dhemaji,sissiborgaon,65,02-07-2022
Dhemaji,jonai,310.9,2022-02-07
Dibrugarh,chabua,12,2022-02-07
Dibrugarh,moran,127.59,02-07-2022
Dibrugarh,dibrugarh,189,2022-02-07
Dibrugarh,tingkhong,28.13,2022-02-07
Dibrugarh,dibrugarh,39.5,2022-02-07
Dibrugarh,naharkatia,154.02,2022-02-07
Dibrugarh,tengakhat,57,02-07-2022
Goalpara,lakhipur,0,2022-02-07
Goalpara,balijana,39,02-07-2022
Golaghat,bokakhat,70,02-07-2022
Golaghat,khumtai,22,02-07-2022
Hailakandi,katlicherra,0,02-07-2022
Hailakandi,lala,0,2022-02-07
Hailakandi,hailakandi,0,02-07-2022
Hailakandi,algapur,0,2022-02-07
Kamrup (M),chandrapur,0,2022-02-07
Kamrup (M),sonapur,812.5,02-07-2022
Bajali,bajali,0,2022-02-07
Bajali,sarupeta,0,2022-02-07
Karimganj,nilambazar,0,2022-02-07
Karimganj,karimganj,894,2022-02-07
Karimganj,badarpur,0,2022-02-07
Karimganj,patherkandi,0,2022-02-07
Karimganj,rk,0,2022-02-07
Hojai,lanka,158,2022-02-07
Hojai,hojai,15,2022-02-07
Majuli,majuli,31.5,2022-02-07
Majuli,ujani,19.76,2022-02-07
Morigaon,mikirbheta,1356.5,2022-02-07
Morigaon,morigaon,3318,2022-02-07
Morigaon,bhuragaon,925,2022-02-07
Morigaon,mayong,2362,2022-02-07
Morigaon,laharighat,46.15,02-07-2022
Nagaon,kaliabor,5,02-07-2022
Nagaon,nagaon,404,02-07-2022
Nagaon,kampur,7191,2022-02-07
Nagaon,raha,9900.2,2022-02-07
Nagaon,samaguri,4,2022-02-07
Nagaon,rupahi,83,02-07-2022
Nalbari,paschim,0,02-07-2022
Sivasagar,demow,24.4,02-07-2022
Sonitpur,thelamara,54,2022-02-07
Sonitpur,dhekiajuli,260,2022-02-07
Sonitpur,chariduar,31.63,02-07-2022
Sonitpur,tezpur,12,2022-02-07
Tamulpur,goreswar,0,2022-02-07
Tinsukia,margherita,0,02-07-2022
Tinsukia,tinsukia,18,2022-02-07
Tinsukia,doomdooma,26.2,2022-02-07
Udalguri,khairabari,0,2022-02-07
Udalguri,harisinga,0,2022-02-07
Udalguri,kalaigaon,0,2022-02-07
Udalguri,udalguri,0,2022-02-07
Lakhimpur,subansiri,60,2022-02-07
Lakhimpur,north,0,2022-02-07
Lakhimpur,narayanpur,0,2022-02-07
Lakhimpur,nowboicha,0,2022-02-07
Lakhimpur,dhakuakhana,539,2022-02-07
Lakhimpur,bihpuria,0,2022-02-07
Kamrup,chamaria,20.7,2022-02-07
Kamrup,hajo,100,2022-02-07
Kamrup,north,18.5,2022-02-07
Kamrup,kayan,30,2022-02-07
Goalpara,lakhipur,0,2022-03-07
Goalpara,balijana,39,2022-03-07
Golaghat,bokakhat,70,2022-03-07
Golaghat,khumtai,22,2022-03-07
Hailakandi,lala,0,2022-03-07
Hailakandi,algapur,0,2022-03-07
Hailakandi,katlicherra,0,2022-03-07
Hailakandi,hailakandi,0,2022-03-07
Karimganj,nilambazar,0,2022-03-07
Karimganj,karimganj,0,2022-03-07
Karimganj,badarpur,0,2022-03-07
Karimganj,rk,0,2022-03-07
Kamrup,hajo,89,2022-03-07
Kamrup,north,13.5,2022-03-07
Kamrup,kayan,0,2022-03-07
Kamrup (M),sonapur,810.5,2022-03-07
Kamrup (M),chandrapur,0,2022-03-07
Dibrugarh,dibrugarh,0,2022-03-07
Dibrugarh,moran,69.59,2022-03-07
Dibrugarh,chabua,10,2022-03-07
Dibrugarh,tingkhong,25.7,2022-03-07
Dibrugarh,dibrugarh,0,2022-03-07
Dibrugarh,naharkatia,152.68,2022-03-07
Dibrugarh,tengakhat,19,2022-03-07
Lakhimpur,subansiri,0,2022-03-07
Lakhimpur,narayanpur,0,03-07-2022
Lakhimpur,nowboicha,0,03-07-2022
Lakhimpur,bihpuria,0,03-07-2022
Majuli,majuli,20.19,03-07-2022
Majuli,ujani,18.5,03-07-2022
Hojai,lanka,100,03-07-2022
Hojai,hojai,14,03-07-2022
Dhemaji,sissiborgaon,83,2022-03-07
Nalbari,paschim,0,2022-03-07
Chirang,bijni,0,2022-03-07
Cachar,katigorah,0,2022-03-07
Cachar,lakhipur,0,2022-03-07
Cachar,udharbond,0,2022-03-07
Cachar,sonai,0,2022-03-07
Cachar,silchar,0,2022-03-07
Biswanath,halem,73,2022-03-07
Sivasagar,demow,17.9,2022-03-07
Sivasagar,amguri,9,2022-03-07
Sonitpur,tezpur,10.5,2022-03-07
Sonitpur,thelamara,5,2022-03-07
Sonitpur,dhekiajuli,242,2022-03-07
Tamulpur,goreswar,0,2022-03-07
Tinsukia,tinsukia,4,2022-03-07
Tinsukia,doomdooma,3.6,2022-03-07
Udalguri,udalguri,0,2022-03-07
Udalguri,khairabari,0,2022-03-07
Udalguri,harisinga,0,2022-03-07
Udalguri,kalaigaon,0,2022-03-07
Udalguri,mazbat,0,2022-03-07
Barpeta,barpeta,8825.5,2022-03-07
Barpeta,kalgachia,1301.5,2022-03-07
Barpeta,chenga,1319,2022-03-07
Barpeta,baghbar,2712,03-07-2022
Bajali,sarupeta,0,2022-03-07
Nagaon,nagaon,350,03-07-2022
Nagaon,samaguri,4,2022-03-07
Nagaon,raha,9724.56,03-07-2022
Nagaon,kampur,7191,2022-03-07
Nagaon,rupahi,30,2022-03-07
Darrang,patharighat,1500,2022-03-07
Darrang,mangaldoi,3418,2022-03-07
Darrang,sipajhar,0,2022-03-07
Morigaon,mikirbheta,1356.5,2022-03-07
Morigaon,mayong,3324,03-07-2022
Morigaon,bhuragaon,925,2022-03-07
Morigaon,morigaon,3250,2022-03-07
Morigaon,laharighat,46.15,2022-03-07
Nagaon,nagaon,320,2022-04-07
Nagaon,kampur,7191,2022-04-07
Nagaon,samaguri,4,2022-04-07
Nagaon,raha,9035.11,04-07-2022
Bajali,sarupeta,0,2022-04-07
Sonitpur,dhekiajuli,191,04-07-2022
Sonitpur,chariduar,20,2022-04-07
Sonitpur,tezpur,10,2022-04-07
Sivasagar,demow,22.8,04-07-2022
Barpeta,barpeta,8825.5,04-07-2022
Barpeta,baghbar,2127,04-07-2022
Barpeta,kalgachia,1160.5,04-07-2022
Biswanath,halem,31.5,04-07-2022
Cachar,katigorah,0,04-07-2022
Cachar,silchar,0,2022-04-07
Cachar,udharbond,0,2022-04-07
Cachar,sonai,0,2022-04-07
Cachar,lakhipur,0,2022-04-07
Chirang,bijni,0,2022-04-07
Darrang,patharighat,1500,2022-04-07
Darrang,dalgaon,0,2022-04-07
Darrang,sipajhar,1593,2022-04-07
Darrang,mangaldoi,3418,2022-04-07
Dibrugarh,moran,26.19,2022-04-07
Dibrugarh,chabua,0,2022-04-07
Dibrugarh,dibrugarh,175.89,2022-04-07
Dibrugarh,tingkhong,16.2,2022-04-07
Dibrugarh,dibrugarh,0,2022-04-07
Dibrugarh,tengakhat,0,2022-04-07
Dibrugarh,naharkatia,85.83,2022-04-07
Goalpara,balijana,25,2022-04-07
Golaghat,bokakhat,63,2022-04-07
Golaghat,khumtai,18,2022-04-07
Hailakandi,lala,0,2022-04-07
Hailakandi,katlicherra,0,2022-04-07
Hailakandi,hailakandi,0,2022-04-07
Hailakandi,algapur,0,2022-04-07
Hojai,lanka,158,04-07-2022
Hojai,hojai,16,2022-04-07
Kamrup,hajo,87,2022-04-07
Kamrup,kayan,0,2022-04-07
Kamrup,north,2,2022-04-07
Tamulpur,goreswar,0,2022-04-07
Tamulpur,tamulpur,0,04-07-2022
Kamrup (M),chandrapur,0,2022-04-07
Kamrup (M),sonapur,812.5,2022-04-07
Lakhimpur,subansiri,0,2022-04-07
Lakhimpur,north,0,2022-04-07
Nalbari,paschim,0,2022-04-07
Karimganj,karimganj,0,2022-04-07
Karimganj,nilambazar,0,2022-04-07
Karimganj,badarpur,0,2022-04-07
Karimganj,rk,0,2022-04-07
Udalguri,udalguri,0,2022-04-07
Udalguri,harisinga,0,2022-04-07
Udalguri,kalaigaon,0,04-07-2022
Morigaon,mikirbheta,1771.5,2022-04-07
Morigaon,mayong,3324,2022-04-07
Morigaon,bhuragaon,925,2022-04-07
Morigaon,morigaon,750,2022-04-07
Morigaon,laharighat,46.15,2022-04-07
Majuli,majuli,10.26,04-07-2022
Majuli,ujani,17.19,04-07-2022
Biswanath,gohpur,275,05-07-2022
Biswanath,halem,19.5,05-07-2022
Biswanath,biswanath,0,05-07-2022
Hailakandi,hailakandi,0,05-07-2022
Hailakandi,lala,0,05-07-2022
Hailakandi,katlicherra,0,05-07-2022
Hailakandi,algapur,0,05-07-2022
Golaghat,bokakhat,57,05-07-2022
Golaghat,khumtai,3.5,05-07-2022
Goalpara,balijana,25,05-07-2022
Darrang,patharighat,1500,05-07-2022
Darrang,mangaldoi,3418,05-07-2022
Darrang,sipajhar,1593,2022-05-07
Darrang,dalgaon,0,2022-05-07
Sonitpur,dhekiajuli,144,2022-05-07
Bajali,sarupeta,0,2022-05-07
Cachar,udharbond,0,2022-05-07
Cachar,sonai,0,2022-05-07
Cachar,lakhipur,0,2022-05-07
Cachar,silchar,0,2022-05-07
Cachar,katigorah,0,05-07-2022
Chirang,bengtal,0,2022-05-07
Chirang,bijni,0,2022-05-07
Barpeta,barpeta,650,2022-05-07
Barpeta,baghbar,1127,05-07-2022
Barpeta,kalgachia,588.5,2022-05-07
Dibrugarh,moran,7.53,2022-05-07
Dibrugarh,chabua,0,2022-05-07
Dibrugarh,tingkhong,0,2022-05-07
Dibrugarh,dibrugarh,112.63,2022-05-07
Dibrugarh,dibrugarh,0,2022-05-07
Dibrugarh,naharkatia,26.05,2022-05-07
Sivasagar,sivsagar,5,2022-05-07
Sivasagar,demow,31,2022-05-07
Kamrup,kayan,0,2022-05-07
Kamrup,north,2,2022-05-07
Kamrup (M),chandrapur,0,2022-05-07
Kamrup (M),sonapur,0,2022-05-07
Karimganj,nilambazar,0,2022-05-07
Karimganj,karimganj,0,2022-05-07
Karimganj,rk,0,2022-05-07
Karimganj,badarpur,0,2022-05-07
Karimganj,patherkandi,0,2022-05-07
Morigaon,mikirbheta,1771.5,2022-05-07
Morigaon,morigaon,700,2022-05-07
Morigaon,mayong,2362,2022-05-07
Morigaon,bhuragaon,925,2022-05-07
Nagaon,nagaon,320,2022-05-07
Nagaon,samaguri,3,2022-05-07
Nagaon,raha,8925.02,2022-05-07
Nagaon,kampur,5190,2022-05-07
Tamulpur,goreswar,0,2022-05-07
Sivasagar,sivsagar,2,2022-06-07
Sivasagar,demow,41.8,2022-06-07
Sonitpur,dhekiajuli,119,2022-06-07
Tamulpur,goreswar,0,2022-06-07
Tamulpur,tamulpur,0,2022-06-07
Lakhimpur,subansiri,5,2022-06-07
Karimganj,nilambazar,0,2022-06-07
Karimganj,rk,0,2022-06-07
Karimganj,karimganj,0,2022-06-07
Karimganj,badarpur,0,2022-06-07
Kamrup (M),sonapur,0,06-07-2022
Kamrup (M),chandrapur,0,06-07-2022
Kamrup,kayan,0,06-07-2022
Kamrup,north,2,06-07-2022
Hailakandi,algapur,0,06-07-2022
Hailakandi,lala,0,06-07-2022
Hailakandi,katlicherra,0,06-07-2022
Hailakandi,hailakandi,0,06-07-2022
Dhemaji,jonai,440.85,06-07-2022
Dibrugarh,moran,5.93,06-07-2022
Dibrugarh,chabua,0,06-07-2022
Dibrugarh,dibrugarh,0,06-07-2022
Dibrugarh,dibrugarh,0,06-07-2022
Dibrugarh,naharkatia,12.85,06-07-2022
Nagaon,kampur,2590,06-07-2022
Nagaon,samaguri,2.5,06-07-2022
Nagaon,nagaon,201,06-07-2022
